tweet_id,date_and_time,tweet,
5.85402E+17,Tue Apr 07 11:20:16 +0000 2015,New @guardian story: A&amp;E waiting times in England worst in a decade http://gu.com/p/47a5x/stw #NHS,
5.85395E+17,Tue Apr 07 10:53:57 +0000 2015,The #NHS is set to take centre stage as the #generalelection approaches. But should it? http://gu.com/p/477tc/stw,
5.85395E+17,Tue Apr 07 10:52:48 +0000 2015,"RT @KateWoolland: .@GdnHealthcare so true that we need to look at the root causes of NHS problems, much more complicated than just throwing…",
5.85378E+17,Tue Apr 07 09:46:27 +0000 2015,"RT @harrylongman: Profoundly right, Louise Bond in @GdnHealthcare  http://www.theguardian.com/healthcare-network/2015/apr/07/why-nhs-should-not-hog-limelight-general-election  Need to look beyond NHS at inequality &amp; PH drive…",
5.85378E+17,Tue Apr 07 09:46:10 +0000 2015,NHS has to recruit one in four nurses from abroad http://gu.com/p/478kc/stw via @guardian,
5.85365E+17,Tue Apr 07 08:53:24 +0000 2015,New today: Why the #NHS shouldn’t hog the limelight this general election http://gu.com/p/477tc/stw,
5.85364E+17,Tue Apr 07 08:50:38 +0000 2015,"RT @drhannahshort: Menopause isn't a disease, yet it can cause untold misery... My article in @GdnHealthcare @guardian http://t.co/2i7fnWrb…",
5.85357E+17,Tue Apr 07 08:21:51 +0000 2015,RT @itsmotherswork: Why the NHS shouldn’t hog the limelight this general election &lt;&lt; Marvellous sense. At last!  http://gu.com/p/477tc,
5.85098E+17,Mon Apr 06 15:13:12 +0000 2015,Are you a member of the healthcare network? Sign up here for free to receive our weekly newsletter full of content https://register.theguardian.com/healthcare-professionals/,
5.8508E+17,Mon Apr 06 14:03:01 +0000 2015,It’s within reach to make waiting times for mental health redundant. http://gu.com/p/476ky/stw #NHS #mentalhealth,
5.85065E+17,Mon Apr 06 13:01:14 +0000 2015,Do you work in the NHS? Would you like to write about your job? Email us healthcare@theguardian.com,
5.85049E+17,Mon Apr 06 12:00:06 +0000 2015,"From the archives: Soaps, mental health and cancer: how TV is shaping our attitudes http://gu.com/p/45445/stw #NHS #mentalhealth",
5.85041E+17,Mon Apr 06 11:25:55 +0000 2015,"How I did on Twitter this week: 303 New Followers, 182 Mentions, 332K Mention Reach. How'd your week go? via http://sumall.com/myweek",
5.85033E+17,Mon Apr 06 10:55:16 +0000 2015,From the archives: Call the Midwife: I advise the BBC drama on midwifery http://gu.com/p/46hnm/stw #NHS,
5.85031E+17,Mon Apr 06 10:49:10 +0000 2015,Don't miss this v personal response to the recent portrayals of #schizophrenia in film and on TV http://gu.com/p/472d5/stw #mentalhealth,
5.85015E+17,Mon Apr 06 09:45:09 +0000 2015,From the archives: We healthcare assistants are the least trained but most hands-on #NHS staff http://gu.com/p/46gy5/stw,
5.84999E+17,Mon Apr 06 08:41:05 +0000 2015,"NHS treatment has to be rationed and, sadly, there is not enough healthcare to go round. Here's one solution http://gu.com/p/476ky/stw",
5.84983E+17,Mon Apr 06 07:37:11 +0000 2015,From the archives: I faced a difficult choice – become a GP or give up on a career in the NHS http://gu.com/p/45yzh/stw,
5.84786E+17,Sun Apr 05 18:34:11 +0000 2015,Let’s talk menopause because we are failing 13 million women http://gu.com/p/475ch/stw #menopause #NHS,
5.84756E+17,Sun Apr 05 16:33:05 +0000 2015,Should relationships be put at the heart of the #NHS? http://gu.com/p/474fe/stw,
5.84724E+17,Sun Apr 05 14:29:04 +0000 2015,In case you missed it: Sex education in the UK is letting our teenagers down http://gu.com/p/46q2y/stw,
5.84694E+17,Sun Apr 05 12:27:14 +0000 2015,What is the importance of relationships to the #NHS? http://gu.com/p/474fe/stw,
5.84663E+17,Sun Apr 05 10:26:12 +0000 2015,Why not join our network for free and receive our weekly newsletter to your inbox every Wednesday? https://register.theguardian.com/healthcare-professionals/ #NHS #healthcare,
5.84633E+17,Sun Apr 05 08:24:02 +0000 2015,One from the archives: Hospice nurses need support to get care right for a dying person http://gu.com/p/46qqc/stw #NHS,
5.84617E+17,Sun Apr 05 07:21:09 +0000 2015,Happy Easter!,
5.8442E+17,Sat Apr 04 18:18:17 +0000 2015,Are you a member of our online community? Join here for free: https://register.theguardian.com/healthcare-professionals/ #NHS #healthcare,
5.84389E+17,Sat Apr 04 16:17:08 +0000 2015,MT @DrSharronH: Some important points raised here. Great to see the topic getting some serious attention! #menopause http://gu.com/p/475ch/stw,
5.84373E+17,Sat Apr 04 15:13:02 +0000 2015,In case you missed it: Devo Manc: five early lessons for the NHS http://gu.com/p/46n8h/stw #NHS,
5.84358E+17,Sat Apr 04 14:11:15 +0000 2015,Do you work in a non clinical role for #NHS? Want to write about it? Read guidelines&amp;email healthcare@theguardian.com http://www.theguardian.com/healthcare-network/2014/aug/12/highs-lows-nhs-write-guardian,
5.84342E+17,Sat Apr 04 13:09:09 +0000 2015,Technology could prevent mental health waiting times http://gu.com/p/476ky/stw #NHS,
5.84342E+17,Sat Apr 04 13:08:08 +0000 2015,Why is schizophrenia portrayed so negatively on screen? http://gu.com/p/472d5/stw #mentalhealth,
5.84326E+17,Sat Apr 04 12:07:14 +0000 2015,From the archives: I start the day with anti-depressants and end wishing I didn’t work in NHS payroll http://gu.com/p/46v6j/stw,
5.84311E+17,Sat Apr 04 11:06:11 +0000 2015,The evidence is clear – strong relationships can improve health outcomes and save money.  http://gu.com/p/474fe/stw #NHS,
5.84296E+17,Sat Apr 04 10:05:07 +0000 2015,Don't miss: Prostate cancer nurses face extinction at a time when we're most needed http://gu.com/p/4732n/stw #ViewsfromtheNHSfrontline,
5.8428E+17,Sat Apr 04 09:04:07 +0000 2015,"The #NHS has to provide face-to-face therapy to 95% of patients within 18 weeks, but we can do better than this http://gu.com/p/476ky/stw",
5.84269E+17,Sat Apr 04 08:19:06 +0000 2015,"RT @JanSobieraj: Absolutely, leaders enable @GdnHealthcare: Popular this week: Why relationships should be put at the heart of the NHS http…",
5.84265E+17,Sat Apr 04 08:02:32 +0000 2015,Back in our #mostviewed : General election 2015: who’s promising what for the NHS? http://gu.com/p/45q2c/stw,
5.84076E+17,Fri Apr 03 19:31:04 +0000 2015,"The ppl I care about don’t see a diagnosis, they see a person. #schizophrenia #nhs #mentalhealth http://gu.com/p/472d5/stw",
5.84045E+17,Fri Apr 03 17:28:09 +0000 2015,From the archives: NHS morale needs a dose of kindness http://gu.com/p/45nt6/stw #nhs #healthcare,
5.84014E+17,Fri Apr 03 15:27:13 +0000 2015,"The #NHS has to provide face-to-face therapy to 95% of patients within 18 weeks, but we can do better than this http://gu.com/p/476ky/stw",
5.83999E+17,Fri Apr 03 14:26:03 +0000 2015,Sign up for free to get our free newsletter every Weds straight to your inbox. #NHS #healthcare https://register.theguardian.com/healthcare-professionals/,
5.83968E+17,Fri Apr 03 12:23:01 +0000 2015,"People with strong relationships are 50% more likely to survive life-threatening illnesses, research shows http://gu.com/p/474fe/stw #NHS",
5.83953E+17,Fri Apr 03 11:23:06 +0000 2015,Are people with schizophrenia dangerous? Screen representations falsely suggest so http://gu.com/p/472d5/stw #NHS,
5.83937E+17,Fri Apr 03 10:21:02 +0000 2015,Prostate cancer nurses face extinction at a time when we're most needed http://gu.com/p/4732n/stw #ViewsfromtheNHSfrontline,
5.83922E+17,Fri Apr 03 09:20:14 +0000 2015,Post-reproductive health does not garner much attention in medical school or post-registration training. http://gu.com/p/475ch/stw #NHS,
5.83907E+17,Fri Apr 03 08:19:03 +0000 2015,Technology enables us to radically improve access in a way traditional delivery methods do not. http://gu.com/p/476ky/stw #NHS #mentalhealth,
5.83712E+17,Thu Apr 02 19:25:15 +0000 2015,What would you like to see us cover on the healthcare network? Do send any ideas/requests through to healthcare@theguardian.com,
5.83697E+17,Thu Apr 02 18:25:02 +0000 2015,"MT @warnetony: Human connection, the basis of psychological healing, is in abundant supply on internet -a good read http://gu.com/p/476ky/stw",
5.83682E+17,Thu Apr 02 17:25:06 +0000 2015,Thirteen million women deserve better. Let’s talk menopause. Let’s #changethechange. http://gu.com/p/475ch/stw #nhs,
5.83667E+17,Thu Apr 02 16:25:16 +0000 2015,Popular this week: Why relationships should be put at the heart of the NHS http://gu.com/p/474fe/stw,
5.83654E+17,Thu Apr 02 15:35:11 +0000 2015,"NHS spending inefficiently on non-permanent staff, via @guardian http://gu.com/p/4774n/stw What do you think?",
5.83648E+17,Thu Apr 02 15:10:15 +0000 2015,In case you haven't read it yet: Why is schizophrenia portrayed so negatively on screen? http://gu.com/p/472d5/stw #mentalhealth,
5.83635E+17,Thu Apr 02 14:19:06 +0000 2015,How can technology help reduce mental health waiting times? http://gu.com/p/476ky/stw #NHS #mentalhealth,
5.8359E+17,Thu Apr 02 11:22:24 +0000 2015,Are you a member of the network? Why not sign up? It's free ... https://register.theguardian.com/healthcare-professionals/ #NHS #healthcare,
5.83577E+17,Thu Apr 02 10:28:28 +0000 2015,People with strong relationships are 50% more likely to survive life-threatening illness than those w/ weaker ones. http://gu.com/p/474fe/stw,
5.83547E+17,Thu Apr 02 08:30:56 +0000 2015,"The #NHS has to provide therapy to 95% of patients within 18 weeks, but we can do better than this http://gu.com/p/476ky/stw #mentalhealth",
5.83547E+17,Thu Apr 02 08:28:31 +0000 2015,RT @Ieso_Health: Our clinical lead Sarah Bateup is in @GdnHealthcare today discussing how we can help reduce #mentalhealth wait times http:…,
5.83522E+17,Thu Apr 02 06:50:10 +0000 2015,New today: Technology could prevent mental health waiting times http://gu.com/p/476ky/stw #NHS #mentalhealth,
5.83349E+17,Wed Apr 01 19:25:11 +0000 2015,Don't miss this week's #ViewsfromtheNHSfrontline post written by a prostate cancer nurse http://gu.com/p/4732n/stw,
5.83334E+17,Wed Apr 01 18:25:06 +0000 2015,Let’s get to the nitty-gritty and admit that we as professionals are failing women #menopause http://gu.com/p/475ch/stw #NHS,
5.83327E+17,Wed Apr 01 17:55:56 +0000 2015,RT @NuffieldHealth: Great to see our menopause research flagged on @guardian today along with @menopauseuk http://www.theguardian.com/healthcare-network/2015/apr/01/lets-talk-menopause-because-we-are-failing-13-million-women  #changet…,
5.83317E+17,Wed Apr 01 17:18:18 +0000 2015,Thirteen million women deserve better. Let’s talk menopause. Let’s #changethechange. http://gu.com/p/475ch/stw #NHS,
5.83296E+17,Wed Apr 01 15:52:23 +0000 2015,Don't miss: Why relationships should be put at the heart of the #NHS http://gu.com/p/474fe/stw,
5.83257E+17,Wed Apr 01 13:19:13 +0000 2015,"Menopause isn’t a disease, yet it can cause untold misery http://gu.com/p/475ch/stw #menopause #NHS #changethechange",
5.83257E+17,Wed Apr 01 13:17:09 +0000 2015,"RT @DrSharronH: #menopause ""post-reproductive health does not garner much attention in medical school or post-registration training"" http:/…",
5.83235E+17,Wed Apr 01 11:48:43 +0000 2015,Our free weekly newsletter has just gone out. Here's how to make sure you get it next Weds: https://register.theguardian.com/healthcare-professionals/,
5.83207E+17,Wed Apr 01 10:01:14 +0000 2015,Prostate cancer set to become most common cancer by 2030. But the workforce is in danger of extinction http://gu.com/p/4732n/stw #NHS,
5.83206E+17,Wed Apr 01 09:56:36 +0000 2015,RT @BrMenopauseSoc: Well done @drhannahshort and thanks to @GdnHealthcare for http://gu.com/p/475ch/stw Great progress this year but so much m…,
5.83184E+17,Wed Apr 01 08:27:42 +0000 2015,1 in 4 women experiences debilitating symptoms that can last 15 years. What shd be done? #menopause #changethechange http://gu.com/p/475ch/stw,
5.83158E+17,Wed Apr 01 06:45:10 +0000 2015,Just launched: Let’s talk menopause because we are failing 13 million women http://gu.com/p/475ch/stw #changethechange #NHS,
5.82992E+17,Tue Mar 31 19:45:16 +0000 2015,Don't miss: As a cancer researcher I ask whether a new drug may prolong a child's life http://gu.com/p/4727b/stw #NHS,
5.82977E+17,Tue Mar 31 18:45:07 +0000 2015,Prostate cancer nurses face extinction. What can be done? http://gu.com/p/4732n/stw #NHS #ViewsfromtheNHSfrontline,
5.82947E+17,Tue Mar 31 16:45:04 +0000 2015,Excellent nursing is often a hidden thing. It may take place in private. http://gu.com/p/4732n/stw #NHS,
5.82941E+17,Tue Mar 31 16:21:08 +0000 2015,RT @sajajohnson: Can anyone put me in touch w/someone who works supporting healthcare staff (i.e. counselling/pastoral support) in hospital…,
5.82927E+17,Tue Mar 31 15:26:05 +0000 2015,The evidence is clear – strong relationships can improve health outcomes and save money. http://gu.com/p/474fe/stw #NHS,
5.82877E+17,Tue Mar 31 12:09:34 +0000 2015,Are you a member of our online community? Sign up for free here to get our weekly roundup tomorrow: https://register.theguardian.com/healthcare-professionals/ #NHS,
5.82857E+17,Tue Mar 31 10:48:03 +0000 2015,RT @woodcotealison: MT @GdnHealthcare: What is the impact of relationships on health? @RelateRuth explains http://gu.com/p/474fe/stw #NHS Time…,
5.82857E+17,Tue Mar 31 10:47:49 +0000 2015,RT @DavidMurray680: @woodcotealison @GdnHealthcare @RelateRuth  The answer is: substantial and not only in the context of mental health,
5.82857E+17,Tue Mar 31 10:47:37 +0000 2015,RT @woodcotealison: @DavidMurray680 @GdnHealthcare @RelateRuth I agree. It's not the nature or severity of disease but the amount of suppor…,
5.82851E+17,Tue Mar 31 10:25:09 +0000 2015,What is the impact of relationships on health? @RelateRuth explains http://gu.com/p/474fe/stw #NHS,
5.82845E+17,Tue Mar 31 10:01:36 +0000 2015,"RT @RHumphriesOT: Impact of social occupations on health ""@GdnHealthcare: People with strong relationships more likely to survive http://t.…",
5.8284E+17,Tue Mar 31 09:41:20 +0000 2015,Have you read this week's #ViewsfromtheNHSfrontline blog by a prostate cancer nurse? http://gu.com/p/4732n/stw,
5.82823E+17,Tue Mar 31 08:34:24 +0000 2015,"People with strong relationships are 50% more likely to survive life-threatening illnesses, research shows http://gu.com/p/474fe/stw #NHS",
5.82797E+17,Tue Mar 31 06:50:08 +0000 2015,New today: Why relationships should be put at the heart of the #NHS http://gu.com/p/474fe/stw,
5.82775E+17,Tue Mar 31 05:22:14 +0000 2015,In case you missed it yesterday: Prostate cancer nurses face extinction at a time when we're most needed http://gu.com/p/4732n/stw #NHS,
5.82621E+17,Mon Mar 30 19:10:06 +0000 2015,In case you missed it: Is Andy Burnham the new Andrew Lansley? http://gu.com/p/472bx/stw #NHS,
5.82606E+17,Mon Mar 30 18:10:04 +0000 2015,"The people I care about don’t see a diagnosis of schizophrenia, they see a person. http://gu.com/p/472d5/stw #mentalhealth",
5.82589E+17,Mon Mar 30 17:05:08 +0000 2015,Our newsletter goes out on Wednesday. Sign up to get it free here: https://register.theguardian.com/healthcare-professionals/ #NHS,
5.82577E+17,Mon Mar 30 16:16:34 +0000 2015,"David Cameron’s seven-day NHS is shameless political game-playing, writes @KailashChandOBE for @commentisfree http://gu.com/p/4747c/stw",
5.82548E+17,Mon Mar 30 14:19:00 +0000 2015,Would you like to write about what a day in your life as a health professional entails? Email healthcare@theguardian.com #NHS #healthcare,
5.8253E+17,Mon Mar 30 13:10:14 +0000 2015,Don't miss: Why is schizophrenia portrayed so negatively on screen? http://gu.com/p/472d5/stw #NHS #mentalhealth,
5.82526E+17,Mon Mar 30 12:51:52 +0000 2015,"How I did on Twitter this week: 309 New Followers, 190 Mentions, 478K Mention Reach. How'd your week go? via http://sumall.com/myweek",
5.82518E+17,Mon Mar 30 12:20:16 +0000 2015,Are you a member of our online network? Sign up for free to get our weekly newsletter packed with content https://register.theguardian.com/healthcare-professionals/,
5.82509E+17,Mon Mar 30 11:44:23 +0000 2015,Popular on the network right now: Prostate cancer nurses face extinction at a time when we're most needed http://gu.com/p/4732n/stw #NHS,
5.8249E+17,Mon Mar 30 10:30:34 +0000 2015,Frances O’Grady: 'Britain has been very good at creating bad jobs' via @Guardianpublic http://gu.com/p/472gj/stw,
5.8249E+17,Mon Mar 30 10:29:21 +0000 2015,A prostate cancer nurse writes about frustrations of her job &amp; the disappearing workforce http://gu.com/p/4732n/stw #ViewsfromtheNHSfrontline,
5.82474E+17,Mon Mar 30 09:25:42 +0000 2015,How can social care and healthcare integrate together? http://gu.com/p/4733t/stw via @GdnSocialCare,
5.82473E+17,Mon Mar 30 09:23:29 +0000 2015,"RT @Si_Glew: @GdnHealthcare this article should be read by everyone, especially those in healthcare. http://gu.com/p/472d5/stw @nurse_w_glasse…",
5.82473E+17,Mon Mar 30 09:22:04 +0000 2015,RT @Andy__Bell__: Excellent @guardian comment by David Crepaz-Keay on TV and film portrayals of schizophrenia and the harm they can do http…,
5.82459E+17,Mon Mar 30 08:27:11 +0000 2015,Prostate cancer is on course to become the most common cancer by 2030 but there are no plans to train up a workforce http://gu.com/p/4732n/stw,
5.82435E+17,Mon Mar 30 06:50:08 +0000 2015,New today: Prostate cancer nurses face extinction at a time when we're most needed http://gu.com/p/4732n/stw #ViewsfromtheNHSfrontline,
5.82227E+17,Sun Mar 29 17:04:04 +0000 2015,Popular this week: Hospice nurses need support to get care right for a dying person http://gu.com/p/46qqc/stw #NHS,
5.82211E+17,Sun Mar 29 16:03:13 +0000 2015,Don't miss: Devo Manc: five early lessons for the NHS http://gu.com/p/46n8h/stw,
5.82196E+17,Sun Mar 29 15:01:02 +0000 2015,"Teens have no problem assessing information about sex, yet pregnancy and STI rates remain high. Why? http://gu.com/p/46q2y/stw",
5.82181E+17,Sun Mar 29 14:00:22 +0000 2015,Don't miss: As a cancer researcher I ask whether a new drug may prolong life http://gu.com/p/4727b/stw,
5.82165E+17,Sun Mar 29 12:59:14 +0000 2015,"In case you haven't read it yet: I loved being a midwife but bullying, stress and fear made me resign http://gu.com/p/46zc4/stw",
5.82147E+17,Sun Mar 29 11:48:12 +0000 2015,Don't miss Richard Vize's column this week on Andy Burnham and the #NHS http://gu.com/p/472bx/stw,
5.82132E+17,Sun Mar 29 10:47:09 +0000 2015,What effect are films like The Voices having on people's perception of schizophrenia? http://gu.com/p/472d5/stw #mentalhealth,
5.82116E+17,Sun Mar 29 09:45:06 +0000 2015,Our campaign wants to fight to rid the #NHS of the market – a pointless process geared for benefit of big business. http://gu.com/p/47x7a/stw,
5.82101E+17,Sun Mar 29 08:43:11 +0000 2015,What toll does caring for dying people take on staff? Marie Cooper explains http://gu.com/p/46qqc/stw,
5.8209E+17,Sun Mar 29 07:59:03 +0000 2015,Second most read this week: Why is schizophrenia portrayed so negatively on screen? http://gu.com/p/472d5/stw #mentalhealth,
5.81917E+17,Sat Mar 28 20:34:10 +0000 2015,Lots of debate on our piece on the portrayal of schizophrenia on screen. Join in here: http://www.theguardian.com/healthcare-network/2015/mar/27/schizophrenia-portrayed-negatively-the-voices-louis-theroux#comments,
5.81899E+17,Sat Mar 28 19:22:10 +0000 2015,Vanguard sites: new models of integration in health and social care http://gu.com/p/47v68/stw via @GdnSocialCare #NHS,
5.81887E+17,Sat Mar 28 18:35:11 +0000 2015,As a cancer researcher I ask whether a new drug may prolong life http://gu.com/p/4727b/stw,
5.81872E+17,Sat Mar 28 17:35:14 +0000 2015,How is sex education in the UK letting teenagers down? http://gu.com/p/46q2y/stw #NHS,
5.81857E+17,Sat Mar 28 16:35:16 +0000 2015,Devo Manc: five early lessons for the #NHS http://gu.com/p/46n8h/stw,
5.81842E+17,Sat Mar 28 15:35:02 +0000 2015,Popular this week: Hospice nurses need support to get care right for a dying person http://gu.com/p/46qqc/stw #NHS,
5.81827E+17,Sat Mar 28 14:35:10 +0000 2015,Recent portrayals on people living with schizophrenia have caused controversy http://gu.com/p/472d5/stw,
5.81812E+17,Sat Mar 28 13:35:06 +0000 2015,Why patients are campaigning against #NHS outsourcing http://gu.com/p/47x7a/stw,
5.81797E+17,Sat Mar 28 12:35:09 +0000 2015,Is Labour in danger of making the same mistakes as Andrew Lansley? http://gu.com/p/472bx/stw #NHS,
5.81782E+17,Sat Mar 28 11:35:08 +0000 2015,Some wonderful comments on this week's #ViewsfromtheNHSfrontline blogpost: http://www.theguardian.com/healthcare-network/views-from-the-nhs-frontline/2015/mar/23/i-loved-being-a-midwife-but-bullying-stress-and-fear-made-me-resign#comments,
5.81762E+17,Sat Mar 28 10:19:02 +0000 2015,Hospice nurses need support to get care right for a dying person http://gu.com/p/46qqc/stw,
5.81747E+17,Sat Mar 28 09:19:04 +0000 2015,What are film The Voices &amp; documentary By reason of insanity w/ Louis Theroux doing for schizophrenia? http://gu.com/p/472d5/stw #mentalhealth,
5.81556E+17,Fri Mar 27 20:39:10 +0000 2015,Is sex education in the UK is letting our teenagers down? One sexual health registrar thinks so http://gu.com/p/46q2y/stw #nhs,
5.81541E+17,Fri Mar 27 19:39:10 +0000 2015,"Midwife: I am tired of paperwork, audits, inspections &amp; nights on the sofa sobbing after another dreadful shift http://gu.com/p/46zc4/stw",
5.81526E+17,Fri Mar 27 18:39:07 +0000 2015,"Schizophrenia may not be regarded as a common diagnosis, but there are approx 220,000 of us in the UK living with it http://gu.com/p/472d5/stw",
5.8151E+17,Fri Mar 27 17:35:18 +0000 2015,The struggle of hospice nurses to “get it right” for terminally ill patients + their families isn't a new one http://gu.com/p/46qqc/stw #nhs,
5.81495E+17,Fri Mar 27 16:35:11 +0000 2015,What's a day in the life of a cancer researcher like? http://gu.com/p/4727b/stw,
5.81483E+17,Fri Mar 27 15:47:45 +0000 2015,The direct impact of cancer research isn’t just about performing an experiment ... http://gu.com/p/4727b/stw,
5.81465E+17,Fri Mar 27 14:36:03 +0000 2015,Care Quality Commission scraps 'judgmental' GP practice bandings http://gu.com/p/4735z/stw via @guardian,
5.81437E+17,Fri Mar 27 12:44:23 +0000 2015,Don't miss: Is Andy Burnham the new Andrew Lansley? http://gu.com/p/472bx/stw #NHS,
5.81427E+17,Fri Mar 27 12:06:10 +0000 2015,"Hospital bed occupancy rates hit record figures risking care, via @guardian http://gu.com/p/47327/stw #NHS",
5.81424E+17,Fri Mar 27 11:52:50 +0000 2015,"RT @DyingMatters: ""Brilliant"",""Fantastic"",""So true"" - don't miss @guardian article on supporting #hospice nurses to do their work well http…",
5.81424E+17,Fri Mar 27 11:52:25 +0000 2015,"RT @hospiceukPA: Hospice nurses face unique challenges, it’s time managers helped build resilience among staff http://bit.ly/1EFXUGG http:…",
5.81423E+17,Fri Mar 27 11:51:47 +0000 2015,RT @brumshospice: Food for thought... @guardian interesting piece from different perspective - http://bit.ly/1HFffWt,
5.81416E+17,Fri Mar 27 11:22:43 +0000 2015,RT @MHF_tweets: At @GdnHealthcare David Crepaz-Keay challenges the screen portrayal of people living with diagnosis of schizophrenia: http:…,
5.81414E+17,Fri Mar 27 11:15:19 +0000 2015,"RT @LivUniCPD: @GdnHealthcare Hi guys, we're launching our Enhancing Wellbeing course in Liverpool which may interest your network &gt; http:/…",
5.81397E+17,Fri Mar 27 10:08:12 +0000 2015,"If professionals treat you like a lost cause, then sooner or later you end up believing it http://gu.com/p/472d5/stw #NHS #mentalhealth",
5.81374E+17,Fri Mar 27 08:35:10 +0000 2015,Just launched: As a cancer researcher I ask whether a new drug may prolong a child's life http://gu.com/p/4727b/stw @ICR_London #cancer,
5.81363E+17,Fri Mar 27 07:50:08 +0000 2015,New today: Why is schizophrenia portrayed so negatively on screen? http://gu.com/p/472d5/stw @MHF_tweets @TimetoChange,
5.81188E+17,Thu Mar 26 20:16:29 +0000 2015,Popular today: Hospice nurses need support to get care right for a dying person http://gu.com/p/46qqc/stw #NHS,
5.81172E+17,Thu Mar 26 19:14:15 +0000 2015,Don't miss: Why patients are campaigning against NHS outsourcing http://gu.com/p/47x7a/stw #NHS,
5.81159E+17,Thu Mar 26 18:20:12 +0000 2015,Andy Burnham’s pantomime villain is 'Tory privatisation' says @RichardVize http://gu.com/p/472bx/stw #nhs,
5.81144E+17,Thu Mar 26 17:20:13 +0000 2015,Labour risks repeating the mistakes of the former Tory health secretary by diving into wholesale reforms http://gu.com/p/472bx/stw,
5.81134E+17,Thu Mar 26 16:43:26 +0000 2015,RT @JocelynCornwell: Nice piece  @GdnHealthcare on @hospiceuk @PointofCareFdn report on supporting staff to work with pts who are dying htt…,
5.81134E+17,Thu Mar 26 16:43:13 +0000 2015,"Vanguard sites: new models of integration in health and social care, via @GdnSocialCare http://gu.com/p/47v68/stw",
5.81134E+17,Thu Mar 26 16:42:21 +0000 2015,"RT @ednasmama: @RichardVize @GdnHealthcare Understood, but it won't cause the upheaval that H &amp; SC Act did.  Frontline staff just want to d…",
5.81126E+17,Thu Mar 26 16:11:31 +0000 2015,RT @RichardVize: @ednasmama @GdnHealthcare Labour's position on competition law is not deliverable without substantial structural change,
5.81126E+17,Thu Mar 26 16:11:02 +0000 2015,"RT @ednasmama: @RichardVize @GdnHealthcare No.  Andrew Lansley was seduced by a few GP friends who hated being told what to do, AB has done…",
