tweet_id,date_and_time,tweet
5.46008E+17,Fri Dec 19 18:25:23 +0000 2014,Flu Season Is Off to an Early Start This Year: CDC http://nbcnews.to/1C9CKEm
5.45994E+17,Fri Dec 19 17:28:41 +0000 2014,"Caramel Apples Linked to Five Deaths, CDC Says http://nbcnews.to/1Gz4YrQ"
5.45989E+17,Fri Dec 19 17:09:21 +0000 2014,"Caramel Apples Linked to 5 Deaths, CDC Says http://nbcnews.to/1zFqgku"
5.45959E+17,Fri Dec 19 15:09:42 +0000 2014,Could Christmas Worsen Ebola's Spread? http://nbcnews.to/1H04M3c
5.45724E+17,Thu Dec 18 23:35:50 +0000 2014,That Cheap Old Car Might Carry Deadly Cost for Teens http://nbcnews.to/1zCSIoa
5.45724E+17,Thu Dec 18 23:35:49 +0000 2014,One More Drug For Ebola Treatment Pipeline? http://nbcnews.to/1zCSJIP
5.45657E+17,Thu Dec 18 19:08:35 +0000 2014,"Could Ibuprofen Extend Lives for Humans, Too? http://nbcnews.to/1GvQOYp"
5.45598E+17,Thu Dec 18 15:13:08 +0000 2014,Baby Has 'Worst Disease You've Never Heard Of' http://nbcnews.to/13fPjPk
5.45453E+17,Thu Dec 18 05:39:20 +0000 2014,Air Pollution May Nearly Double Autism Risk http://nbcnews.to/13eeS3x
5.4536E+17,Wed Dec 17 23:27:03 +0000 2014,New Stroke Treatment: Removing Clot Can Limit Disability http://nbcnews.to/1zxmFF4
5.45345E+17,Wed Dec 17 22:30:08 +0000 2014,103-Year-Old Doctor on Longevity: 'Exercise is Over-rated' http://nbcnews.to/1w0qaPx
5.4528E+17,Wed Dec 17 18:12:29 +0000 2014,Feds File Murder Charges in Fungal Meningitis Outbreak http://nbcnews.to/1J3vHz5
5.45278E+17,Wed Dec 17 18:03:16 +0000 2014,Smartphone Controlled Hands Offer Assisted Control http://nbcnews.to/1GQv1ZY
5.45234E+17,Wed Dec 17 15:09:28 +0000 2014,"Transgender Teacher on Joy, Heartbreak of Life as a Woman http://nbcnews.to/1wL1iz3"
5.45234E+17,Wed Dec 17 15:09:27 +0000 2014,"Yes, You Lose Weight by Breathing: Study http://nbcnews.to/1DMWm2J"
5.45221E+17,Wed Dec 17 14:16:25 +0000 2014,Arrests Made in Meningitis Outbreak That Killed 60 http://nbcnews.to/1vYZuOU
5.45065E+17,Wed Dec 17 03:55:35 +0000 2014,Children's Cartoons Are Rife With Death and Murders: Study http://nbcnews.to/1vXHpki
5.45055E+17,Wed Dec 17 03:16:43 +0000 2014,Children's Cartoons Are Rife With Death and Murders: Study http://nbcnews.to/1DJT7t8
5.45035E+17,Wed Dec 17 01:55:45 +0000 2014,Children's Cartoons Are Rife With Murders: Study http://nbcnews.to/1BUrMj7
5.45027E+17,Wed Dec 17 01:27:36 +0000 2014,Most U.S. Doctors Now Support Assisted Suicide: Survey http://nbcnews.to/1ADA4KZ
5.45007E+17,Wed Dec 17 00:07:48 +0000 2014,Mind-Controlled Robot Arm Wins at Rock-Paper-Scissors http://nbcnews.to/1A7R4eb
5.45003E+17,Tue Dec 16 23:51:20 +0000 2014,'Strong Start': Millions More Sign Up for Obamacare http://nbcnews.to/1z0NVOp
5.45003E+17,Tue Dec 16 23:51:20 +0000 2014,Never Too Young: Seeking an Early Test for Alzheimer's http://nbcnews.to/1wHXiPy
5.44955E+17,Tue Dec 16 20:37:55 +0000 2014,FDA Warns Against Ultrasounds for 'Keepsake' Images http://nbcnews.to/1wHa2G8
5.4489E+17,Tue Dec 16 16:20:23 +0000 2014,U.S. Kids Favor E-Cigarettes Over Traditional Ones http://nbcnews.to/1sA9lAq
5.44886E+17,Tue Dec 16 16:04:56 +0000 2014,Mother of Surprise Quads: 'Luckiest Mom in the Whole World' http://nbcnews.to/1wW0MkP
5.44636E+17,Mon Dec 15 23:31:00 +0000 2014,New Test Detects Heart Disease Risk for Black Women http://nbcnews.to/1zpmI5B
5.44607E+17,Mon Dec 15 21:35:40 +0000 2014,Not Just Skin Cancer: Indoor Tanning Sends Hundreds to ERs http://nbcnews.to/1AA0EEL
5.44541E+17,Mon Dec 15 17:13:32 +0000 2014,Angelina Jolie's Chickenpox Can Be Serious for Adults http://nbcnews.to/1ySA9It
5.44511E+17,Mon Dec 15 15:16:33 +0000 2014,What's Wrong With Wyatt? Baby's Disease Baffles Parents http://nbcnews.to/12V64zq
5.44511E+17,Mon Dec 15 15:16:33 +0000 2014,"Toddler Finally Hears Mom's Voice, Thanks To Implant http://nbcnews.to/1ITw4Mk"
5.44277E+17,Sun Dec 14 23:43:52 +0000 2014,Misinformed: Prenatal Tests Have High Failure Rate http://nbcnews.to/12PVERq
5.4372E+17,Sat Dec 13 10:53:33 +0000 2014,Single Ebola Outbreak Gives Deadly Disease New Life http://nbcnews.to/1DrnVP4
5.43518E+17,Fri Dec 12 21:29:33 +0000 2014,Food to Help Fight the Flu http://nbcnews.to/16gczPk
5.43412E+17,Fri Dec 12 14:29:27 +0000 2014,ThisTown May Hold the Secrets of Longevity http://nbcnews.to/1uv1MVu
5.43197E+17,Fri Dec 12 00:12:01 +0000 2014,"'Dude, Watch This!' Are men really more idiotic? http://nbcnews.to/1yF1MJW"
5.43174E+17,Thu Dec 11 22:42:40 +0000 2014,Nurse on Trial: Force-Feeding Case at Guantanamo http://nbcnews.to/1uqX6jt
5.43147E+17,Thu Dec 11 20:54:42 +0000 2014,Joint Pain Interrupts Ebola Vaccine Trial http://nbcnews.to/1vW2Sz6
5.4314E+17,Thu Dec 11 20:28:20 +0000 2014,Once Obese But Starving Girl Sees Healthy Future http://nbcnews.to/12Sggbm
5.43135E+17,Thu Dec 11 20:06:25 +0000 2014,Burning the Candle: Most US Kids Lack Sleep http://nbcnews.to/1wE7An7
5.43098E+17,Thu Dec 11 17:41:31 +0000 2014,"Breast Cancer Prevention Last Decades, Studies Find http://nbcnews.to/1us90dY"
5.43068E+17,Thu Dec 11 15:39:17 +0000 2014,U.S. Nurse Being Watched at NIH for Ebola http://nbcnews.to/16aBIuy
5.43021E+17,Thu Dec 11 12:35:30 +0000 2014,'Biggest Loser' Trainer on How to Avoid Holiday Weight Gain http://nbcnews.to/169Wr1y
5.42836E+17,Thu Dec 11 00:19:39 +0000 2014,"Bad Luck: Men With Poor Semen Have Poorer Health, Too http://nbcnews.to/1AhrYaT"
5.42792E+17,Wed Dec 10 21:25:42 +0000 2014,New HPV Vaccine Broadens Cancer Protection http://nbcnews.to/1wel2vP
5.42785E+17,Wed Dec 10 20:55:33 +0000 2014,Phthalates in Food Packaging Linked With Lower IQ http://nbcnews.to/1GdWhmy
5.42777E+17,Wed Dec 10 20:24:51 +0000 2014,Phthalates in Food Packaging Linked With Lower IQ http://nbcnews.to/1z7zdTr
5.42733E+17,Wed Dec 10 17:28:19 +0000 2014,Breast Cancer Patients May Get Longer Radiation Than Needed http://nbcnews.to/1IAYevF
5.42696E+17,Wed Dec 10 15:03:27 +0000 2014,Too Much Radiation? Women Could Get Less for Breast Cancer http://nbcnews.to/1wguqhm
5.4246E+17,Tue Dec 09 23:26:11 +0000 2014,High Risk: 100-Fold Ebola Rate for Health Care Workers http://nbcnews.to/1zLGVlm
5.42456E+17,Tue Dec 09 23:09:44 +0000 2014,Huge Ebola Risk Faces Sierra Leone Health Care Workers http://nbcnews.to/134p9j7
5.42078E+17,Mon Dec 08 22:07:02 +0000 2014,Could the Chemical BPA Raise Your Blood Pressure? http://nbcnews.to/12jzZAW
5.42037E+17,Mon Dec 08 19:25:30 +0000 2014,Childhood Illness Fells Mighty Hockey Players http://nbcnews.to/12YHKNu
5.42018E+17,Mon Dec 08 18:10:34 +0000 2014,Billionaire Paul Allen Pledges Millions for Cell Science http://nbcnews.to/1yIcuhF
5.41675E+17,Sun Dec 07 19:27:54 +0000 2014,'20/20 Hindsight': Doc Who Sent Ebola Patient Home Says Care Was Appropriate http://nbcnews.to/1yt1rFi
5.4164E+17,Sun Dec 07 17:06:18 +0000 2014,Ebola 'Czar' to Return to Private Sector http://nbcnews.to/1ysGSsy
5.4158E+17,Sun Dec 07 13:07:42 +0000 2014,"Want an Easy, Healthy Breakfast? Try These 3 Recipes http://nbcnews.to/12zJ6NI"
5.41353E+17,Sat Dec 06 22:04:57 +0000 2014,Obama Visits Walter Reed Hospital For Sore Throat http://nbcnews.to/1wcQZ9y
5.41278E+17,Sat Dec 06 17:07:20 +0000 2014,Oxygen Therapy or Hot Air? Treatment Doesn't Pass the Test http://nbcnews.to/1q7Dy8h
5.41269E+17,Sat Dec 06 16:31:54 +0000 2014,Oxygen Therapy or Hot Air? Treatment Doesn't Pass the Test http://nbcnews.to/1wb4ruD
5.41201E+17,Sat Dec 06 12:03:12 +0000 2014,Testing for an Incurable Disease: Would You Want to Know? http://nbcnews.to/1vpKh9x
5.40989E+17,Fri Dec 05 21:58:56 +0000 2014,Use of Unproven Stem Cell Therapy Questioned http://nbcnews.to/1zwjrk5
5.40878E+17,Fri Dec 05 14:39:03 +0000 2014,Is 'Technoference' Hurting Your Relationship http://nbcnews.to/1yw6VTl
5.40666E+17,Fri Dec 05 00:36:42 +0000 2014,This Season's Flu Vaccine Is Less Effective http://nbcnews.to/1yYc5HR
5.40614E+17,Thu Dec 04 21:10:17 +0000 2014,Mutant Flu: Do You Still Need a Vaccine?  http://nbcnews.to/1yXb42M
5.40614E+17,Thu Dec 04 21:10:16 +0000 2014,Y Quit? Smoking Destroys Male Chromosome http://nbcnews.to/1yXb2Ie
5.40609E+17,Thu Dec 04 20:51:14 +0000 2014,Whooping Cough Epidemic? Get Used to It http://nbcnews.to/1vS2Ojt
5.40609E+17,Thu Dec 04 20:51:13 +0000 2014,Why Bother Getting Flu Shot? What You Need to Know  http://nbcnews.to/1zWpiiC
5.40581E+17,Thu Dec 04 19:00:15 +0000 2014,Dallas Spent $27K to Care for Ebola Nurse's Dog http://nbcnews.to/1I59osd
5.40545E+17,Thu Dec 04 16:35:13 +0000 2014,Young Cancer Patients Benefit From More Teen-Friendly Treatment Centers http://nbcnews.to/1yVJzX8
5.40354E+17,Thu Dec 04 03:55:51 +0000 2014,CDC Warning: Flu Viruses Mutate and Evade Current Vaccine http://nbcnews.to/1tH4CHC
5.4031E+17,Thu Dec 04 01:00:22 +0000 2014,'Unprecedented': Drug May Help Heal Damaged Spines http://nbcnews.to/1yRvoCt
5.4031E+17,Thu Dec 04 01:00:22 +0000 2014,Terminally Ill Basketball Player Signs Up for Hospice Care http://nbcnews.to/1yRvpWZ
5.40255E+17,Wed Dec 03 21:23:51 +0000 2014,Growth in U.S. Health Spending the Lowest On Record http://nbcnews.to/1tO0CV1
5.40243E+17,Wed Dec 03 20:36:21 +0000 2014,"Obamacare Bump: 10 Million Got Insurance, Survey Shows http://nbcnews.to/1yOq4yU"
5.40218E+17,Wed Dec 03 18:57:12 +0000 2014,New Labels to Clarify Prescribing in Pregnancy http://nbcnews.to/1zRebaB
5.40154E+17,Wed Dec 03 14:40:05 +0000 2014,IBM Helps You Donate Computer Power to Fight Ebola http://nbcnews.to/1vjzrBJ
5.40153E+17,Wed Dec 03 14:40:04 +0000 2014,Divorce Rates Are Lower in the U.S. Why? http://nbcnews.to/1HZHrSH
5.40129E+17,Wed Dec 03 13:01:59 +0000 2014,Dr. Nancy Snyderman 'Sorry' For Violating Ebola Quarantine http://nbcnews.to/1yKH1dv
5.40012E+17,Wed Dec 03 05:18:39 +0000 2014,Radiation Danger? Kids May Get Unneeded X-Rays http://nbcnews.to/1vgVQQe
5.40012E+17,Wed Dec 03 05:18:38 +0000 2014,8 Percent of Americans Have Depression But Few Are Treated http://nbcnews.to/1vgVQQ5
5.39945E+17,Wed Dec 03 00:51:47 +0000 2014,FDA Reconsiders Ban on Gays Donating Blood http://nbcnews.to/1yKIdyz
5.39913E+17,Tue Dec 02 22:45:47 +0000 2014,Obama Praises U.S. Ebola Efforts http://nbcnews.to/1ygTDdt
5.39901E+17,Tue Dec 02 21:58:25 +0000 2014,Obama to Praise U.S. Ebola Efforts http://nbcnews.to/1rWdB7c
5.399E+17,Tue Dec 02 21:53:46 +0000 2014,A Death A Minute 30 Years After the Union Carbide Disaster http://nbcnews.to/1ycVPnB
5.39895E+17,Tue Dec 02 21:33:16 +0000 2014,Obama to Praise U.S. Ebola Efforts http://nbcnews.to/1yJCEAc
5.3989E+17,Tue Dec 02 21:11:13 +0000 2014,4-Year-Old Boy Suffers Mysterious Strokes http://nbcnews.to/1tJjR1W
5.39856E+17,Tue Dec 02 18:56:04 +0000 2014,Montana Clinic Helps With a 'Special Delivery' http://nbcnews.to/1pOqO6p
5.39833E+17,Tue Dec 02 17:27:27 +0000 2014,U.S. Names 35 Ebola-Certified Hospitals http://nbcnews.to/1vd7prz
5.39833E+17,Tue Dec 02 17:27:26 +0000 2014,Do You Oversleep? Blame Your DNA http://nbcnews.to/1vd7mvP
5.3979E+17,Tue Dec 02 14:35:35 +0000 2014,"Circumcision Benefits Outweigh the Risks, CDC says http://nbcnews.to/1FKZhXe"
5.3979E+17,Tue Dec 02 14:35:34 +0000 2014,HIV Patients Getting Sicker to Qualify for Housing http://nbcnews.to/12m082N
5.39779E+17,Tue Dec 02 13:53:48 +0000 2014,"Hospital Errors Drop, Saving 50,000 Lives: Government http://nbcnews.to/1wjrdzY"
5.39584E+17,Tue Dec 02 00:58:41 +0000 2014,Headed for Disaster: What We Know About Traumatic Brain Injury http://nbcnews.to/11LmJVl
5.39543E+17,Mon Dec 01 22:12:23 +0000 2014,"World AIDS Day: AIDS Activists, the New Feminists? http://nbcnews.to/12he4em"
5.39506E+17,Mon Dec 01 19:46:21 +0000 2014,'No Room for Optimism': WHO Reports Some Ebola Progress http://nbcnews.to/1rNZMgT
5.39286E+17,Mon Dec 01 05:11:48 +0000 2014,Doctors Blame Scooters for Jump in Toy-Related Injuries http://nbcnews.to/12j77Z9
5.39286E+17,Mon Dec 01 05:11:47 +0000 2014,"Most U.S. Babies Sleep in Unsafe Conditions, Report Finds http://nbcnews.to/1vzj8pp"
5.38979E+17,Sun Nov 30 08:53:59 +0000 2014,Ebola Death Toll Leaps Higher  http://nbcnews.to/1rH6BAO
5.38475E+17,Fri Nov 28 23:31:58 +0000 2014,Liberia Suspends Election Campaigning Over Ebola http://nbcnews.to/1v2cRSW
5.38406E+17,Fri Nov 28 18:57:39 +0000 2014,WHO Advises Ebola Survivors Abstain From Sex for Three Months http://nbcnews.to/1ylDJx0
5.38403E+17,Fri Nov 28 18:42:32 +0000 2014,WHO Advises Ebola Survivors Abstain From Sex for Three Months http://nbcnews.to/1vuipV1
5.38345E+17,Fri Nov 28 14:54:03 +0000 2014,Sugar Rehab: New Treatment for Not-So-Sweet Addiction http://nbcnews.to/1CoxIot
5.38045E+17,Thu Nov 27 19:02:59 +0000 2014,Could This Plane Help Save Ebola Patients? http://nbcnews.to/1Fx7I6N
5.37734E+17,Wed Nov 26 22:25:36 +0000 2014,First Human Ebola Vaccine Trial Shows It Seems to Work http://nbcnews.to/1ATZhnY
5.37724E+17,Wed Nov 26 21:45:02 +0000 2014,GMO Cattle Produce Serum to Fight Hantavirus http://nbcnews.to/15AqdfO
5.37703E+17,Wed Nov 26 20:24:21 +0000 2014,Grieving Family Hears Son's Heart Beat in Another's Chest http://nbcnews.to/1zvMhRw
5.37668E+17,Wed Nov 26 18:04:13 +0000 2014,Calling It Quits: American Smoking Hits 50 Year Low http://nbcnews.to/1vk3v3C
5.37658E+17,Wed Nov 26 17:24:28 +0000 2014,Half a Million Sign Up for Obamacare in First Week http://nbcnews.to/1vO7GHN
5.37642E+17,Wed Nov 26 16:21:32 +0000 2014,Family Hears Dead Son's Heart Beat Inside Chest of Organ Recipient http://nbcnews.to/1xGboij
5.37625E+17,Wed Nov 26 15:13:52 +0000 2014,"Ryan Reynolds, Michael J. Fox Team Up on Parkinson's http://nbcnews.to/15xGiD1"
5.37625E+17,Wed Nov 26 15:13:50 +0000 2014,All Together: U.S. Ebola Survivors Meet on TODAY http://nbcnews.to/1ttiNis
5.37562E+17,Wed Nov 26 11:00:39 +0000 2014,Should Toddlers Switched at Birth Be Exchanged? http://nbcnews.to/1rsRllk
5.37374E+17,Tue Nov 25 22:36:15 +0000 2014,"Mom, Can You Drive? Knowing When to Take the Keys http://nbcnews.to/15qUSMj"
5.37366E+17,Tue Nov 25 22:01:53 +0000 2014,"Most Americans With HIV Missing Treatment, CDC Says http://nbcnews.to/1CcapOO"
5.3732E+17,Tue Nov 25 19:02:25 +0000 2014,"Most Americans With HIV Skip Treatment, CDC Says http://nbcnews.to/1rcLKoG"
5.37292E+17,Tue Nov 25 17:09:44 +0000 2014,'Incredible Gift': Man Thankful for Double Arm Transplant http://nbcnews.to/1FoqInU
5.37247E+17,Tue Nov 25 14:12:27 +0000 2014,How Many Calories in a Thanksgiving Feast?  http://nbcnews.to/1zpyqw2
5.37243E+17,Tue Nov 25 13:55:04 +0000 2014,Watch Live:  Bilateral Arm Transplant News Conference http://nbcnews.to/1zpueME
5.37239E+17,Tue Nov 25 13:38:49 +0000 2014,6 Things My 'Adoptive' Parents Did Right http://nbcnews.to/1xSaRgQ
5.37227E+17,Tue Nov 25 12:52:56 +0000 2014,"Pizza, Popcorn Included in New FDA Calorie Label Rules http://nbcnews.to/1rnDRau"
5.37123E+17,Tue Nov 25 05:58:37 +0000 2014,Less Painful Mammograms? New Device May Help http://nbcnews.to/1FmpGsz
5.37056E+17,Tue Nov 25 01:29:51 +0000 2014,FDA Orders Calorie Counts on Restaurant Menus http://nbcnews.to/11RouQK
5.36918E+17,Mon Nov 24 16:23:29 +0000 2014,FDA Warns Against Device It Says Can Spread Cancer http://nbcnews.to/15eQdgu
5.36905E+17,Mon Nov 24 15:31:53 +0000 2014,A Tale of Two Outbreaks: Why Congo Conquered Ebola http://nbcnews.to/1riUpAh
5.36887E+17,Mon Nov 24 14:19:58 +0000 2014,Holiday Surprise: What to do When Mom or Dad is Slipping Away http://nbcnews.to/1riACRs
5.36866E+17,Mon Nov 24 12:57:05 +0000 2014,Bird Flu Forces Church to Hold Drive-In Service http://nbcnews.to/1v2KyCx
5.36543E+17,Sun Nov 23 15:35:09 +0000 2014,Ebola Mappers Track Epidemic in Real Time http://nbcnews.to/1y4ro18
5.36432E+17,Sun Nov 23 08:13:17 +0000 2014,How Will Troops Spend 21 Days in Ebola Quarantine? http://nbcnews.to/156xmEe
5.36216E+17,Sat Nov 22 17:52:57 +0000 2014,Mali Confirms New Ebola Case http://nbcnews.to/1r9Pv8G
5.35896E+17,Fri Nov 21 20:43:26 +0000 2014,"Ebola Epidemic Not Even Close to Over, UN Officials Say http://nbcnews.to/1F9IomV"
5.3587E+17,Fri Nov 21 18:59:28 +0000 2014,"Violence Against Women 'Unacceptably High,' Experts Say http://nbcnews.to/1xcHthf"
5.35861E+17,Fri Nov 21 18:23:20 +0000 2014,TODAY's Geist and Daly Undergo Live Testicular Exams http://nbcnews.to/1AtKiRn
5.35861E+17,Fri Nov 21 18:23:20 +0000 2014,WHO Reports Plague Outbreak in Madagascar http://nbcnews.to/1AtKjVs
5.35818E+17,Fri Nov 21 15:32:15 +0000 2014,The Hidden Downsides of a Gluten-Free Diet http://nbcnews.to/1AsZezl
5.35814E+17,Fri Nov 21 15:14:37 +0000 2014,'Zoning Out Really Bad': Narcolepsy Video Goes Viral http://nbcnews.to/1qH6gNR
5.3578E+17,Fri Nov 21 12:59:39 +0000 2014,'Ripped Apart': Men Experience Pain of Childbirth http://nbcnews.to/1uIVLrJ
5.35748E+17,Fri Nov 21 10:52:25 +0000 2014,WATCH: Men Experience the Pain of Childbirth http://nbcnews.to/1uifwT6
5.35554E+17,Thu Nov 20 22:04:11 +0000 2014,New Ebola Vaccine Trial Starts in Baltimore http://nbcnews.to/11zqXit
5.35528E+17,Thu Nov 20 20:18:18 +0000 2014,Kisses for 'Bubble Baby' After Promising New Treatment http://nbcnews.to/1tm1mQP
5.35489E+17,Thu Nov 20 17:43:27 +0000 2014,Ebola Gives West Africans Temporary Respite in U.S. http://nbcnews.to/11jZjq3
5.35466E+17,Thu Nov 20 16:12:18 +0000 2014,Women Bosses More Prone to Depression: Study http://nbcnews.to/1qzEyCw
5.35456E+17,Thu Nov 20 15:33:39 +0000 2014,5 Million Strollers Recalled Over Fingertip Amputations http://nbcnews.to/1HqgHub
5.35424E+17,Thu Nov 20 13:24:51 +0000 2014,Obesity Costing the Global Economy Trillions http://nbcnews.to/1uejvjE
5.35201E+17,Wed Nov 19 22:39:29 +0000 2014,Texting Neck: Hunching Over Your Phone Stresses Your Spine http://nbcnews.to/1ucpKVd
5.35201E+17,Wed Nov 19 22:39:28 +0000 2014,Can Being a Cop Kill You? Study Finds Biggest Heart Risks http://nbcnews.to/1AjKXVx
5.35165E+17,Wed Nov 19 20:16:02 +0000 2014,New Brittany Maynard Video Calls For Action http://nbcnews.to/1qXL40F
5.35165E+17,Wed Nov 19 20:15:59 +0000 2014,"Bankers' Culture May Encourage Cheating, Study Finds http://nbcnews.to/1Ajd732"
5.35124E+17,Wed Nov 19 17:34:43 +0000 2014,Study Reveals Texting Puts Pressure on Spine http://nbcnews.to/1uR8Y30
5.35092E+17,Wed Nov 19 15:28:11 +0000 2014,Cuban Doctor Catches Ebola http://nbcnews.to/1qrHqRT
5.35072E+17,Wed Nov 19 14:08:26 +0000 2014,Deceased Woman at Hair Salon Tests Negative For Ebola http://nbcnews.to/11tcPr0
5.3498E+17,Wed Nov 19 08:03:39 +0000 2014,Hair Salon Decontaminated Amid Ebola Concerns http://nbcnews.to/1F25Q7s
5.34952E+17,Wed Nov 19 06:09:32 +0000 2014,Brittany Maynard Breathes New Life Into Aid-in-Dying Cause  http://nbcnews.to/1vobeAP
5.34943E+17,Wed Nov 19 05:37:18 +0000 2014,"Soft Drink Firms Still Target Kids, Report Finds http://nbcnews.to/1qUGVuu"
5.34873E+17,Wed Nov 19 00:57:59 +0000 2014,"U.S. and Africa Both Need Ebola-Ready Hospitals, Experts Say http://nbcnews.to/11Aprxu"
5.34788E+17,Tue Nov 18 19:18:52 +0000 2014,"Sister Finds Brother Shirtless, Dead in Snow http://nbcnews.to/14GjUXA"
5.34788E+17,Tue Nov 18 19:18:51 +0000 2014,Cost to Treat Ebola: $1 Million For Two Patients http://nbcnews.to/1u71TWU
5.34756E+17,Tue Nov 18 17:12:54 +0000 2014,CDC Shelves Controversial Obesity Website http://nbcnews.to/1xkrGRs
5.34707E+17,Tue Nov 18 13:57:27 +0000 2014,How Well Do Hotel Maids Really Clean? http://nbcnews.to/1HeXU54
5.34667E+17,Tue Nov 18 11:19:28 +0000 2014,Rare Resource: Doctor Who Died of Ebola Is a Big Loss http://nbcnews.to/1uJIdgJ
5.34503E+17,Tue Nov 18 00:27:29 +0000 2014,Tick Spit is the Newest Weapon in the Fight Against Cancer http://nbcnews.to/1t5U5V2
5.34462E+17,Mon Nov 17 21:44:08 +0000 2014,Bad Credit Linked to Higher Heart Attack Risk http://nbcnews.to/1uGuPtR
5.34435E+17,Mon Nov 17 19:56:36 +0000 2014,What's in a kiss? 80 million bacteria http://nbcnews.to/1umBgkq
5.34435E+17,Mon Nov 17 19:56:35 +0000 2014,What Does Surgeon's Death Teach Us About Treating Ebola? http://nbcnews.to/1umBesI
5.3441E+17,Mon Nov 17 18:16:52 +0000 2014,Doctor on Ebola Death: 'We Weren't Able to Get Him Through This' http://nbcnews.to/11kH57A
5.3441E+17,Mon Nov 17 18:16:51 +0000 2014,'Gave It Everything': Ebola-Infected Surgeon Dies in Nebraska http://nbcnews.to/1viP96F
5.34405E+17,Mon Nov 17 17:58:01 +0000 2014,'Gave It Everything': Ebola-Infected Surgeon Dies in Nebraska http://nbcnews.to/1Han1FZ
