tweet_id,date_and_time,tweet
3.043E+17,Wed Feb 20 18:41:48 +0000 2013,Q7: Does taking birth control increase my risk for heart disease? #HealthTalk
3.04299E+17,Wed Feb 20 18:40:03 +0000 2013,"RT @RMichlerMD: A6: When in doubt re a heart attack, call your MD or go to ER &amp; take a 325mg of Aspirin #healthtalk"
3.04299E+17,Wed Feb 20 18:38:36 +0000 2013,"Q6: If I think I am having a heart attack, or am unsure, what should I do? #HealthTalk"
3.04299E+17,Wed Feb 20 18:37:52 +0000 2013,"RT @foundersheart: @RMichlerMD @MontefioreNYC @EverydayHealth symptoms that aren't exactly the ""Hollywood heart attack"" but r just as deadly #HealthTalk #GoRed"
3.04299E+17,Wed Feb 20 18:37:24 +0000 2013,"RT @RMichlerMD: A5: If movement, deep breaths, swallowing makes pain worse or better, it is NOT a heart attack. #healthtalk"
3.04298E+17,Wed Feb 20 18:35:56 +0000 2013,"RT @RMichlerMD: When in doubt re a heart attack, call your MD or go to ER &amp; take a 325mg of Aspirin. #healthtalk"
3.04298E+17,Wed Feb 20 18:35:19 +0000 2013,RT @Ashley_LizWelch: How Do You Know If It's Heartburn or a Heart Attack? Find out in this @everydayhealth video #HealthTalk http://bit.ly/XlaNnI
3.04298E+17,Wed Feb 20 18:34:59 +0000 2013,"RT @ChristysChomp: #HealthTalk A5: in women, signs of a heart attach can include GI problems, nausea, shortness of breath... #HealthTalk"
3.04298E+17,Wed Feb 20 18:34:42 +0000 2013,RT @MontefioreNYC: #DidYouKnow the symptoms of a #heart attack differ btwn men &amp; women? http://mmcny.org/14AJ5WU [VID] via @RMichlerMD #HealthTalk
3.04298E+17,Wed Feb 20 18:33:04 +0000 2013,"RT @RMichlerMD: A5: Heart attacks in women: feelings of indigestion, bloating, nausea, vomiting, pressure on chest, impending doom. #healthtalk"
3.04297E+17,Wed Feb 20 18:31:50 +0000 2013,RT @RMichlerMD: A5: Many heart attacks are silent &amp; can b deadly. Exact incidence unknown. #healthtalk
3.04297E+17,Wed Feb 20 18:31:01 +0000 2013,RT @foundersheart: @MontefioreNYC It's their No. 1 killer but it doesn't have to be! #HeartHealth #HealthTalk
3.04297E+17,Wed Feb 20 18:30:21 +0000 2013,Q5: What are signs of a heart attack and how are they different for women? #HealthTalk
3.04297E+17,Wed Feb 20 18:30:12 +0000 2013,"RT @foundersheart: @tobaccofreefla @RMichlerMD at the AHA we always say, ""if you're smoking, quit--period."" #HeartHealth #HealthTalk"
3.04296E+17,Wed Feb 20 18:28:24 +0000 2013,"RT @RMichlerMD: This is why weight reduction surgery can imprv cholesterol, diabetes, &amp; high BP before 1lb of weight is even lost #WLS #healthtalk"
3.04296E+17,Wed Feb 20 18:28:05 +0000 2013,"RT @ChristysChomp: @EverydayHealth A4: collectively, total chol, HDL, LDL &amp; triglycerides are a lipid profile. #HealthTalk"
3.04296E+17,Wed Feb 20 18:27:44 +0000 2013,RT @RMichlerMD: Exercise is the cornerstone of good #HeartHealth #healthtalk
3.04296E+17,Wed Feb 20 18:27:39 +0000 2013,RT @MontefioreNYC: A3 WATCH: Learn how High #BloodPressure can affect #heart #health http://mmcny.org/YIXuA0 #HealthTalk
3.04296E+17,Wed Feb 20 18:25:32 +0000 2013,RT @RMichlerMD: Patients w/ high BP should be focused on diet inlc salt reduction. #healthtalk
3.04296E+17,Wed Feb 20 18:24:56 +0000 2013,RT @RMichlerMD: Blood pressure should b checked every year b/c of its risk for #HeartDisease &amp; #Stroke #healthtalk
3.04296E+17,Wed Feb 20 18:24:37 +0000 2013,"RT @MontefioreNYC: FACT: Coronary #HeartDisease kills more than 385,00 people annually #HealthTalk"
3.04295E+17,Wed Feb 20 18:23:51 +0000 2013,Q4: How is high cholesterol related to heart disease and what do my cholesterol and triglyceride numbers mean? #HealthTalk
3.04295E+17,Wed Feb 20 18:22:38 +0000 2013,RT @RMichlerMD: A3: High BP places stress on blood vessel walls &amp; can cause injury leading to plaque build up #healthtalk
3.04295E+17,Wed Feb 20 18:22:07 +0000 2013,RT @MontefioreNYC: How #cholesterol affects #HeartHealth http://mmcny.org/14AJ5WU [VID] #HealthTalk
3.04295E+17,Wed Feb 20 18:22:02 +0000 2013,"RT @RMichlerMD: Obesity doesn't happen overnight, so give time reduce weight w/ these little changes. #healthtalk"
3.04295E+17,Wed Feb 20 18:21:57 +0000 2013,"RT @ChristysChomp: A3: like high lipids, smoking &amp; obesity, high BP is a risk factor for heart disease. #HealthTalk @EverydayHealth"
3.04295E+17,Wed Feb 20 18:21:52 +0000 2013,RT @RMichlerMD: to improve #heartHealth: little changes everyday have a major long term impact! #healthtalk
3.04294E+17,Wed Feb 20 18:19:06 +0000 2013,Q3: How is high blood pressure related to heart disease? #HealthTalk
3.04294E+17,Wed Feb 20 18:16:55 +0000 2013,RT @ChristysChomp: #HealthTalk A2: the symptoms of heart disease/problems do differ b/w men &amp; women. The disease itself doesn't.
3.04294E+17,Wed Feb 20 18:16:48 +0000 2013,"RT @RMichlerMD: A2: Men have crushing chest, arm &amp; jaw pain most commonly, thus, easier to diagnosis. #healthtalk"
3.04293E+17,Wed Feb 20 18:15:34 +0000 2013,Does zero-calorie food (like celery) exist? http://trib.al/5WEXbi
3.04293E+17,Wed Feb 20 18:14:58 +0000 2013,RT @RMichlerMD: A2: Coronary blockages affect both men and women equally and is #1 killer of women AND men. #healthtalk
3.04293E+17,Wed Feb 20 18:14:43 +0000 2013,RT @MontefioreNYC: FACT: Coronary heart disease costs more than $108 Billion each year. #Staggering #HealthTalk
3.04293E+17,Wed Feb 20 18:14:39 +0000 2013,RT @foundersheart: @RMichlerMD couldn't be more true. FACT: Heart disease is largely preventable. #HealthTalk #HeartHealth
3.04293E+17,Wed Feb 20 18:14:01 +0000 2013,"RT @RMichlerMD: A2: The disease is the same, but the diagnosis can b more challenging in women. #healthtalk"
3.04292E+17,Wed Feb 20 18:12:35 +0000 2013,RT @RMichlerMD: An American dies every 32 seconds of #HeartDisease. We need to understand risk factors and focus on prevention #healthtalk
3.04292E+17,Wed Feb 20 18:11:24 +0000 2013,Q2: How is heart disease different in women than heart disease in men? #HealthTalk
3.04292E+17,Wed Feb 20 18:09:38 +0000 2013,RT @RMichlerMD: #HeartDisease is public health enemy #1 #healthtalk
3.04292E+17,Wed Feb 20 18:08:58 +0000 2013,RT @MontefioreNYC: A1 WATCH: There are 2 risk factors for #heart #disease you can’t change. http://mmcny.org/WDVd5O via @RMichlerMD #HealthTalk
3.04292E+17,Wed Feb 20 18:08:53 +0000 2013,"RT @RMichlerMD: A1: Risk factors are: high bp, high cholesterol, diabetes, cig smoking, obesity &amp; fam history of heart disease #healthtalk"
3.04291E+17,Wed Feb 20 18:07:55 +0000 2013,RT @RMichlerMD: A1: Every American is at risk for #heartDisease. It kills more ppl than next 5 leading causes of death added together #healthtalk
3.04291E+17,Wed Feb 20 18:05:09 +0000 2013,Q1: How many Americans are affected by heart disease and what are the risk factors? #HealthTalk
3.04291E+17,Wed Feb 20 18:04:54 +0000 2013,Welcome! RT @foundersheart: @EverydayHealth @RMichlerMD @MontefioreNYC Thank you for having us and talking heart health! #HealthTalk
3.0429E+17,Wed Feb 20 18:04:31 +0000 2013,And remember to include the hashtag #HealthTalk in all your tweets. Let's get started!
3.0429E+17,Wed Feb 20 18:03:58 +0000 2013,"Just a reminder to include A1, A2, etc in your answers as they corrsepond to questions labeled Q1, Q2, etc #HealthTalk"
3.0429E+17,Wed Feb 20 18:03:42 +0000 2013,Welcome! RT @sameez1975: @EverydayHealth. Hello. Have changed my diet since finding out I have high cholesterol. 308. #HealthTalk
3.0429E+17,Wed Feb 20 18:03:14 +0000 2013,So happy to have you! RT @rmichlermd: Happy to be here! Thank you @EverydayHealth for hosting and @foundersheart #healthtalk
3.0429E+17,Wed Feb 20 18:00:55 +0000 2013,Introduce yourselves! Where's everyone from? #HealthTalk
3.04289E+17,Wed Feb 20 18:00:31 +0000 2013,February is #Heart-Health month! We're joined today by @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart #HealthTalk
3.04289E+17,Wed Feb 20 18:00:09 +0000 2013,Hello everyone and welcome to this #HealthTalk on #heart disease care and prevention!
3.04289E+17,Wed Feb 20 17:58:23 +0000 2013,"RT @Ashley_LizWelch: Chatting w/ @EverydayHealth, @RMichlerMD of @MontefioreNYC &amp; @foundersheart @ 1 pm ET ab #heart health. Follow #HealthTalk"
3.04286E+17,Wed Feb 20 17:45:45 +0000 2013,Sharp rise seen in robotically sssisted hysterectomies #robots http://bit.ly/12NfIlo
3.04286E+17,Wed Feb 20 17:45:30 +0000 2013,Before you fill up your cup: One cup of regular coffee may be enough to alter estrogen levels: http://trib.al/JpXYFR
3.04286E+17,Wed Feb 20 17:45:11 +0000 2013,Join us for a #Heart Health #HealthTalk in 15 mins w/ @RMichlerMD of @MontefioreNYC &amp; @foundersheart. Bring ur Q's for our experts!
3.0428E+17,Wed Feb 20 17:21:40 +0000 2013,Small Pediatric Cancer Population Faces Big Challenges http://bit.ly/15vlx6l
3.04279E+17,Wed Feb 20 17:18:59 +0000 2013,@stevenshie thanks! hope you can join us #healthtalk
3.04278E+17,Wed Feb 20 17:15:28 +0000 2013,"Coca-Cola: Bad for your waistline, but good for your gut? http://bit.ly/11cqFMg"
3.04275E+17,Wed Feb 20 17:01:24 +0000 2013,#HeartHealth live Twitter chat in 1 hour w/ @RMichlerMD of MontefioreNYC &amp; @foundersheart. Follow #HealthTalk to join the conversation.
3.04271E+17,Wed Feb 20 16:45:33 +0000 2013,10 ways to boost romance (and your sex life!) http://bit.ly/xEcHYf
3.04263E+17,Wed Feb 20 16:15:31 +0000 2013,"ADHD characteristics can actually be a huge plus in choosing a career. Here, the most ADHD-friendly jobs: http://bit.ly/FQ0Gwp"
3.04256E+17,Wed Feb 20 15:49:04 +0000 2013,Do you know the differences between #heart disease in women &amp; in men? Learn more during our #HealthTalk TODAY @ 1pmET http://ow.ly/hSXDe
3.04256E+17,Wed Feb 20 15:46:32 +0000 2013,RT @RMichlerMD: Join us for a #HealthTalk w/ @EverydayHealth &amp; @foundersheart today 1pm ET #HeartHealth.
3.04255E+17,Wed Feb 20 15:45:30 +0000 2013,Scratching an itch *here* gives you the most pleasure: http://bit.ly/xor8bT
3.04248E+17,Wed Feb 20 15:15:32 +0000 2013,Germ-a-phob's bat your eyes! Here are surprising places #germs hide: http://trib.al/sfdgoL
3.04241E+17,Wed Feb 20 14:48:03 +0000 2013,"RT @MontefioreNYC: Do you know how birth control affects #heart health? http://mmcny.org/11oNXPs Learn more at our #HealthTalk today, 1pmET #WomensHealth"
3.0424E+17,Wed Feb 20 14:45:39 +0000 2013,Keep hands off the treadmill bars while you walk; you're limiting your calorie burn! Boost your treadmill workout: http://trib.al/u2uaHq
3.04239E+17,Wed Feb 20 14:39:02 +0000 2013,Join us for a #heart-health #HealthTalk TODAY @ 1 pm ET w/ @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart http://ow.ly/hRjQ0
3.04233E+17,Wed Feb 20 14:15:26 +0000 2013,Does beer before liquor really make you sicker? The truth behind 8 boozy myths: http://trib.al/mJs4zK
3.04225E+17,Wed Feb 20 13:45:30 +0000 2013,"Before you start trying to lose weight, you absolutely must do this one thing: http://bit.ly/T8t17J"
3.04218E+17,Wed Feb 20 13:15:27 +0000 2013,10 soda alternatives to sip with dinner instead: http://bit.ly/AuMaGe
3.0421E+17,Wed Feb 20 12:45:29 +0000 2013,Children born to obese moms may face higher risk of this: http://bit.ly/Ht7o0X
3.04206E+17,Wed Feb 20 12:30:44 +0000 2013,Join us for a #heart-health #HealthTalk TODAY @ 1 pm ET w/ @RMichlerMD of @MonefioreNYC &amp; the NYC AHA @FoundersHeart http://ow.ly/hRjQ0
3.04203E+17,Wed Feb 20 12:15:20 +0000 2013,And the healthiest chip is ... http://bit.ly/z9zAGj
3.04195E+17,Wed Feb 20 11:45:18 +0000 2013,"You say 'ginger,' we say fabulous! 6 fiery facts about redheads http://trib.al/JeRxaH"
3.04187E+17,Wed Feb 20 11:15:16 +0000 2013,12 ways to keep the weight off -- without dieting: http://bit.ly/xkpzXK
3.0418E+17,Wed Feb 20 10:45:15 +0000 2013,Here are 9 things you never knew about milk: http://bit.ly/StYEqb
3.04172E+17,Wed Feb 20 10:15:16 +0000 2013,True or False? Being a little overweight could help you live longer. http://bit.ly/Rt1Lnm
3.04165E+17,Wed Feb 20 09:45:31 +0000 2013,21 bad habits that could hurt a healthy relationship: http://bit.ly/HnTN64
3.04157E+17,Wed Feb 20 09:15:15 +0000 2013,The 411 on why kids and adults alike should stay away from soda: http://trib.al/PMFNZw
3.0415E+17,Wed Feb 20 08:45:15 +0000 2013,Watching your sugar intake? Try these low-carb fruits you'll love! http://trib.al/HMyUT9
3.04142E+17,Wed Feb 20 08:15:22 +0000 2013,Want to say goodbye to belly fat? Then say hello to this exercise: http://bit.ly/GEqlM1
3.04135E+17,Wed Feb 20 07:45:16 +0000 2013,How to exercise your way to better sex:http://trib.al/iLlHOR
3.04127E+17,Wed Feb 20 07:15:12 +0000 2013,"White rice, canned fruit, and 8 more of the worst processed foods: http://bit.ly/yCP0mE"
3.04119E+17,Wed Feb 20 06:45:08 +0000 2013,Like Yoga? Like Sex? You're in for a treat. @jillianmichaels shows you how to make your moves on the mat count in bed...http://bit.ly/SxucLA
3.04112E+17,Wed Feb 20 06:15:09 +0000 2013,Eat your vegetables! Here's why they're absolutely vital for your health: http://bit.ly/Ha0p9k
3.04104E+17,Wed Feb 20 05:45:15 +0000 2013,How much water should you drink to lose weight? http://trib.al/lUk8yh
3.04097E+17,Wed Feb 20 05:15:11 +0000 2013,The absolute worst breakfast cereal for you to eat today is more than 50% sugar! What is it: http://trib.al/WavKcR
3.04089E+17,Wed Feb 20 04:45:05 +0000 2013,9 foods to eat for a longer life: http://bit.ly/St511F
3.04082E+17,Wed Feb 20 04:15:18 +0000 2013,Put the Bottle Down: Health Risks of #Drinking http://bit.ly/VhWmAq
3.04074E+17,Wed Feb 20 03:45:12 +0000 2013,What do we go to the doctor for the most? The answer might surprise you: http://bit.ly/Uy4dYL
3.0407E+17,Wed Feb 20 03:30:09 +0000 2013,Men who make less than their wives are more likely to need impotence drugs: http://bit.ly/ZgrfIQ #newstudy
3.04067E+17,Wed Feb 20 03:15:15 +0000 2013,Is fructose hidden in your foods making you fat? http://bit.ly/S5dmdL
3.04059E+17,Wed Feb 20 02:45:14 +0000 2013,"The best way to thwart the obesity gene"" http://bit.ly/OeOsUM"""
3.04052E+17,Wed Feb 20 02:15:33 +0000 2013,Why #breakfast really IS the most important meal of the day: http://bit.ly/HZd3te
3.04044E+17,Wed Feb 20 01:45:32 +0000 2013,"Happy in #Marriage, Heavier on the Scale http://bit.ly/ThrAc4"
3.04036E+17,Wed Feb 20 01:15:14 +0000 2013,"How much sleep you really need tonight, and what can happen if you don't get it: http://bit.ly/wwdONL"
3.04034E+17,Wed Feb 20 01:05:22 +0000 2013,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022
3.04033E+17,Wed Feb 20 01:00:45 +0000 2013,How Old Is Your #Heart? Join us for a #HealthTalk on Weds @ 1 pm ET w/ @RMichlerMD of @MonefioreNYC http://ow.ly/hRjQ0
3.04029E+17,Wed Feb 20 00:45:23 +0000 2013,Fiber-rich foods to add to your diet ASAP: http://bit.ly/OeONa1
3.04021E+17,Wed Feb 20 00:15:16 +0000 2013,Foods that mask bad breath (at least temporarily): http://bit.ly/H3VdoC
3.04014E+17,Tue Feb 19 23:45:21 +0000 2013,"Red meat, and 6 more surprising foods that'll spike your blood sugar: http://trib.al/t0EGSq"
3.04006E+17,Tue Feb 19 23:15:14 +0000 2013,Diet soda consumption linked to depression while coffee lowers depression risk: http://bit.ly/WOfW3A
3.03999E+17,Tue Feb 19 22:45:13 +0000 2013,Do zero calorie/negative calorie foods really exist? http://bit.ly/Ajmo1n
3.03996E+17,Tue Feb 19 22:32:59 +0000 2013,How much do you know about #autism? Join us for a #HealthTalk on Thurs Feb 21 @ 1 pm ET w/ Dr. Lisa Shulman of @EinsteinMed to get the facts
