tweet_id,date_and_time,tweet,
5.85113E+17,Mon Apr 06 16:13:15 +0000 2015,RT @JennyAGold: Maybe You Should Skip That Annual Physical @nprnews @KHNews http://www.npr.org/blogs/health/2015/04/06/397100748/maybe-you-should-skip-that-annual-physical,
5.85093E+17,Mon Apr 06 14:53:36 +0000 2015,"Billionaires Harness Money, Technology In Pursuit Of Fountain Of Youth http://kaiserhealthnews.org/morning-breakout/billionaires-harness-money-technology-in-pursuit-of-fountain-of-youth/",
5.85083E+17,Mon Apr 06 14:13:33 +0000 2015,"Ritual, Not Science, Keeps The Annual Physical Alive http://kaiserhealthnews.org/news/ritual-not-science-keeps-the-annual-physical-alive/ http://pbs.twimg.com/media/CB6h0SpUIAEh2nN.jpg",
5.85079E+17,Mon Apr 06 13:56:12 +0000 2015,Medicare Is Stingy In First Year Of Doctor Bonuses http://kaiserhealthnews.org/news/medicare-is-stingy-in-first-year-of-doctor-bonuses/ http://pbs.twimg.com/media/CB6d2NIUEAIBjnO.png,
5.84073E+17,Fri Apr 03 19:21:47 +0000 2015,Cancer Survivor Worries About Supreme Court Ruling On Obamacare Subsidies http://kaiserhealthnews.org/news/cancer-survivor-worries-about-supreme-court-ruling-on-obamacare-subsidies/,
5.84069E+17,Fri Apr 03 19:05:52 +0000 2015,Got a minute? Watch how the your 2014 tax bill could be affected by your health insurance: http://kaiserhealthnews.org/news/khn-video-tax-deadline-meets-the-health-law/ http://pbs.twimg.com/media/CBsH88aUkAEU401.jpg,
5.84066E+17,Fri Apr 03 18:52:33 +0000 2015,"Consumers Contributing Less To Health Savings Accounts, Study Finds http://kaiserhealthnews.org/news/consumers-contributing-less-to-health-savings-accounts-study-finds/ http://pbs.twimg.com/media/CBsE58mVEAA-q9y.jpg",
5.83754E+17,Thu Apr 02 22:13:13 +0000 2015,RT @Julie_appleby: It's tax time. Here's a clip on what you need to know if you received a health insurance subsidy. http://ow.ly/L8Z9o,
5.83672E+17,Thu Apr 02 16:46:30 +0000 2015,Got a min? Your 2014 tax bill could be affected by your health insurance. http://khne.ws/1IUQDH0 http://pbs.twimg.com/media/CBmedyDUsAAcxgQ.jpg,
5.83626E+17,Thu Apr 02 13:45:12 +0000 2015,Tax Deadline Meets The Health Law: https://youtu.be/RSkNL32-3iE,
5.83334E+17,Wed Apr 01 18:25:53 +0000 2015,‘Last But Not Least?’ http://khne.ws/1MAX1cd http://pbs.twimg.com/media/CBhrnuyUIAAiWcq.jpg,
5.83333E+17,Wed Apr 01 18:20:27 +0000 2015,"In Georgia, a solution on #Medicaid expansion -- just don't do it: http://khne.ws/1MAVZgf http://pbs.twimg.com/media/CBhqYR-UIAAfto7.jpg",
5.83289E+17,Wed Apr 01 15:26:58 +0000 2015,"RT @cnnhealth: Despised hospital gowns get fashion makeovers, via @KHNews. http://cnn.it/1yA4oov http://pbs.twimg.com/media/CBg3wH5U0AA__05.jpg",
5.82992E+17,Tue Mar 31 19:45:11 +0000 2015,"If you're moving, make sure you notify your marketplace plan or you might end up making extra payments: http://khne.ws/1INfEUx",
5.82991E+17,Tue Mar 31 19:42:43 +0000 2015,Could this new plan change how we diagnose and treat #mentalillness? http://khne.ws/1NF7lgr http://pbs.twimg.com/media/CBcznGaU0AAgI1x.jpg,
5.82985E+17,Tue Mar 31 19:16:50 +0000 2015,Dead Center? http://khne.ws/1INcdx5 http://pbs.twimg.com/media/CBctsUZU8AEo2HN.jpg,
5.8295E+17,Tue Mar 31 16:59:14 +0000 2015,#SCOTUS has ruled that health care providers can't sue states to force them to increase their Medicaid payment rates http://khne.ws/1IiWgOd,
5.82931E+17,Tue Mar 31 15:40:49 +0000 2015,"Hey news friends, did you know you can run @KHNews' stories for free? Well, you can -- http://khne.ws/1J9523K",
5.82927E+17,Tue Mar 31 15:27:00 +0000 2015,Hate hospital gowns? You're not alone. Some are getting a fashion face lift -- http://khne.ws/1ExnB1k http://pbs.twimg.com/media/CBb5Ft8UkAIBEmk.jpg,
5.82645E+17,Mon Mar 30 20:44:50 +0000 2015,"UnitedHealthcare is changing its policy on ""balance billing."" It could mean unexpected bills for some: http://khne.ws/1EsvghD",
5.82617E+17,Mon Mar 30 18:53:16 +0000 2015,'A pox on you?' http://khne.ws/1G1RXte http://pbs.twimg.com/media/CBXetblUkAAtj0N.png,
5.82594E+17,Mon Mar 30 17:24:13 +0000 2015,"This doctor knows how he wants to die, and he's pushing to let patients make the same decision http://khne.ws/1NzvEMs http://pbs.twimg.com/media/CBXKU7WVAAAO_Fo.jpg",
5.82547E+17,Mon Mar 30 14:16:33 +0000 2015,Feds Step Up Efforts To Raise Awareness About Health Law Tax Breaks http://khne.ws/1NyHFSo,
5.82547E+17,Mon Mar 30 14:15:33 +0000 2015,The Doc-Fix Back Story: How Boehner And Pelosi Made A Deal http://khne.ws/1Cpg9lv,
5.81518E+17,Fri Mar 27 18:09:47 +0000 2015,Many people who are entitled to big #Obamacare subsidies opt against coverage. Here's why: http://khne.ws/1F1FEdw http://pbs.twimg.com/media/CBH3_OXU0AARPlE.png,
5.81482E+17,Fri Mar 27 15:44:39 +0000 2015,Has your insurance company denied you #mentalhealth care that you felt you needed? Tell @JennyAGold about it: http://khne.ws/1FTAB07,
5.81475E+17,Fri Mar 27 15:16:48 +0000 2015,We run down the latest on the #DocFix: http://khne.ws/1NikrzM Who voted against it? http://khne.ws/1NikyeG,
5.81178E+17,Thu Mar 26 19:37:38 +0000 2015,Today's cartoon: http://khne.ws/1916tDl http://pbs.twimg.com/media/CBDCgQrU0AAkmmh.jpg,
5.81162E+17,Thu Mar 26 18:33:02 +0000 2015,The House has passed a bill to fix Medicare's doctor payments. What's next and what's in it? http://khne.ws/1AvJck8 http://pbs.twimg.com/media/CBCzt-SUMAA6jal.jpg,
5.81139E+17,Thu Mar 26 17:02:49 +0000 2015,"High-Deductible Plans Bring Lower Costs Now, But Will They Bring Pricey Problems? http://khne.ws/1xiy1zp http://pbs.twimg.com/media/CBCfEedVAAApJ9K.jpg",
5.81111E+17,Thu Mar 26 15:11:46 +0000 2015,Running down what's in the House #docfix proposal: http://khne.ws/1AvJck8 http://ow.ly/i/a6zwL,
5.811E+17,Thu Mar 26 14:28:07 +0000 2015,Employer wellness incentives are at an all-time high http://khne.ws/1FWMGBE,
5.811E+17,Thu Mar 26 14:26:09 +0000 2015,What you need to know about today's #DocFix vote: http://khne.ws/1IyPox6,
5.81099E+17,Thu Mar 26 14:24:28 +0000 2015,House Republicans have approved their budget blueprint. Here's what's in it: http://khne.ws/1FWMtOW,
5.80779E+17,Wed Mar 25 17:09:48 +0000 2015,Stark Raving Mad? http://khne.ws/1DZLy10 http://pbs.twimg.com/media/CA9XFFiU0AAQxuz.jpg,
5.80776E+17,Wed Mar 25 16:58:23 +0000 2015,If you got our Morning Briefing -- here's what you'd get delivered every morning: http://khne.ws/1y7adti Signup: http://khne.ws/1x5V0N9,
5.80731E+17,Wed Mar 25 14:01:25 +0000 2015,What's in the House's proposal to fix #Medicare payments to doctors? http://khne.ws/1AvJck8,
5.80731E+17,Wed Mar 25 13:59:21 +0000 2015,"Obama getting behind quality, not quantity in health care: http://khne.ws/1xyvgKK",
5.8073E+17,Wed Mar 25 13:56:57 +0000 2015,Latest on GOP budget vote and a fix to how #Medicare pays doctors: http://khne.ws/1Gl9TOu,
5.80444E+17,Tue Mar 24 18:59:31 +0000 2015,RT @JennyAGold: Has your insurance company denied you #mentalhealth care that you felt you needed? Tell us about it: http://khne.ws/1FTAB07,
5.80419E+17,Tue Mar 24 17:20:56 +0000 2015,Could #Obamacare's first tax season mean delayed refunds for Americans? http://khne.ws/19hWI3A,
5.80392E+17,Tue Mar 24 15:32:01 +0000 2015,"Even In Female Dominated Nursing, Men Earn More, @Jrovner reports: http://khne.ws/1FA9AjP #nurse http://pbs.twimg.com/media/CA33G1AW4AAuNn5.jpg",
5.8038E+17,Tue Mar 24 14:47:01 +0000 2015,"This is a complicated #tax season for many people, thanks to #Obamacare. @mandrews110 runs down what it means: http://khne.ws/1HzeZbC",
5.80364E+17,Tue Mar 24 13:43:10 +0000 2015,Ted Cruz Launches Campaign With Call To Abolish Health Law http://khne.ws/1FzDmoS,
5.80364E+17,Tue Mar 24 13:42:17 +0000 2015,Study: Half Of Households Getting Subsidies May Have To Repay IRS http://khne.ws/1NaW4lK,
5.80117E+17,Mon Mar 23 21:20:04 +0000 2015,Hitting a Brick Wall: http://khne.ws/1Fw1lVM,
5.80109E+17,Mon Mar 23 20:50:38 +0000 2015,What’s In The House's Proposal To Fix Medicare's Payments To Doctors? http://khne.ws/1AvJck8 http://pbs.twimg.com/media/CAz2cZzUgAApzsy.jpg,
5.80109E+17,Mon Mar 23 20:48:13 +0000 2015,"Study: Depression and related ailments take a $ toll on the workplace, @LVGillespie reports: http://khne.ws/1DQkD7O http://pbs.twimg.com/media/CAz15B1UYAAJaNu.jpg",
5.78978E+17,Fri Mar 20 17:52:50 +0000 2015,Broken Dreams? http://khne.ws/1FN8v6R,
5.78975E+17,Fri Mar 20 17:42:57 +0000 2015,"The health law hasn't resulted in fewer employees getting coverage through their employer, a new study says: http://khne.ws/1GzE2rk",
5.78947E+17,Fri Mar 20 15:51:45 +0000 2015,Live-Tweeting now: @dwebbKHN is at #IOMendoflife and @PhilGalewitz is at an @HRSAgov event on community health centers. Follow along.,
5.78626E+17,Thu Mar 19 18:36:09 +0000 2015,‘Locked Up?’ http://khne.ws/18LOctw,
5.78605E+17,Thu Mar 19 17:12:19 +0000 2015,The battle over a dementia drug could mean consequences for patients and drug makers: http://khne.ws/1C0Kk3A http://pbs.twimg.com/media/CAeeHZxUMAAGuOM.png,
5.78596E+17,Thu Mar 19 16:36:56 +0000 2015,"RT @jordanrau: At @ReportingHealth webinar we spill the secrets of reporting on ACOs, etc. today at 1 pm http://www.reportingonhealth.org/content/biggest-healthcare-revolution-youve-never-heard-changing-how-we-pay-care",
5.78596E+17,Thu Mar 19 16:36:35 +0000 2015,"RT @JennyAGold: ICYMI: Blue Shield of California Loses Its State Tax Exemption, @JennyAGold reports: http://khne.ws/1CuCIqr",
5.78573E+17,Thu Mar 19 15:03:46 +0000 2015,Most want Congress to step in if #SCOTUS strikes down some #Obamacare subsidies: http://khne.ws/1BSNhBU http://pbs.twimg.com/media/CAeAsSHU0AA9RtD.jpg,
5.78571E+17,Thu Mar 19 14:57:51 +0000 2015,A fight over abortion funding is blocking a bill on human trafficking -- http://khne.ws/1MNcLVY,
5.78328E+17,Wed Mar 18 22:51:41 +0000 2015,"Blue Shield of California Loses Its State Tax Exemption, @JennyAGold reports: http://khne.ws/1CuCIqr",
5.7825E+17,Wed Mar 18 17:41:20 +0000 2015,"Many Along Texas Border Still Live Without Clean, Safe Water, from our partners @TexasTribune: http://khne.ws/1bfCicX",
5.78193E+17,Wed Mar 18 13:56:46 +0000 2015,The latest health policy news delivered to your email each morning. Today's: http://khne.ws/1xeoI3M Sign up here: http://khne.ws/1x5V0N9,
5.78193E+17,Wed Mar 18 13:54:31 +0000 2015,"Medicaid expansion hopes live on in Montana, Kansas, Nebraska and Alaska: http://khne.ws/1LtZ5Sz",
5.78192E+17,Wed Mar 18 13:53:11 +0000 2015,The House GOP budget plan: Medicare and Medicaid cuts; #Obamacare repeal: http://khne.ws/1AYY3CY,
5.77883E+17,Tue Mar 17 17:25:27 +0000 2015,Rural hospitals struggle to stay afloat after #Obamacare cut some payments to them: http://khne.ws/1xbJBws http://pbs.twimg.com/media/CAUN8KzUwAEA0Xs.jpg,
5.77539E+17,Mon Mar 16 18:35:18 +0000 2015,Outrageous fortune: http://khne.ws/1wRcLR6 http://pbs.twimg.com/media/CAPUVsdVAAAlF2C.jpg,
5.7752E+17,Mon Mar 16 17:21:23 +0000 2015,"The health law has helped insure 16.4 million, a new report says: http://khne.ws/1BpKhZV http://pbs.twimg.com/media/CAPDbDwUkAAtoWw.jpg",
5.77493E+17,Mon Mar 16 15:34:59 +0000 2015,FAQ: Could Congress Be Ready To Fix Medicare Pay For Doctors?http://khne.ws/1AvJck8 #docfix http://pbs.twimg.com/media/CAOrEeGUgAIw5Ha.jpg,
5.77469E+17,Mon Mar 16 13:59:39 +0000 2015,Hospitals face pain if #SCOTUS rules against #Obamacare tax subsidies: http://khne.ws/1GLI67y,
5.77469E+17,Mon Mar 16 13:58:23 +0000 2015,House Leaders Pursue Deal To Change Medicare's Payment Formula For Doctors http://khne.ws/1BJiFmg,
5.77469E+17,Mon Mar 16 13:57:11 +0000 2015,Republicans will unveil their budget plans this week. Here's what to expect: http://khne.ws/18Sj6jU,
5.76465E+17,Fri Mar 13 19:30:50 +0000 2015,Friday funny: http://khne.ws/1EioS9L,
5.76429E+17,Fri Mar 13 17:05:04 +0000 2015,3 million Californians remain uninsured. Some are asking counties to step in to care for them: http://khne.ws/1FiVwts http://ow.ly/i/90oMD,
5.76404E+17,Fri Mar 13 15:25:42 +0000 2015,Do you have medical debt? A new agreement could keep some of it off your credit report: http://khne.ws/19gMa5A http://pbs.twimg.com/media/B__MLQ7UcAIUSLY.png,
5.76403E+17,Fri Mar 13 15:22:07 +0000 2015,Do you have medical debt? A new agreement could keep some of it off your credit report: http://khne.ws/19gMa5A,
5.76392E+17,Fri Mar 13 14:39:05 +0000 2015,#Medicaid expansion blocked in #Alaska and #Missouri: http://khne.ws/1EGLJyu,
5.76392E+17,Fri Mar 13 14:37:42 +0000 2015,Support grows to let pregnant women enroll in health insurance anytime: http://khne.ws/1Cc93SL,
5.76073E+17,Thu Mar 12 17:30:21 +0000 2015,One stop health care shops in #Florida appeal to Latino populations: http://khne.ws/1EeTXLy http://ow.ly/i/8ZmPi,
5.76066E+17,Thu Mar 12 17:05:08 +0000 2015,Will #Missouri make people work in order to qualify for an expanded #Medicaid? http://khne.ws/1EeTnNT,
5.76064E+17,Thu Mar 12 16:55:39 +0000 2015,Do you get our daily email every morning running down the top health care policy news? Today's: http://khne.ws/1FSQ3I1,
5.76016E+17,Thu Mar 12 13:43:46 +0000 2015,The patient was dying and she knew it. How far does doctor empathy go? http://khne.ws/1B8jrFA http://pbs.twimg.com/media/B_5rQRSUwAAnTkC.jpg,
5.76014E+17,Thu Mar 12 13:36:58 +0000 2015,The latest in how lawmakers are proposing to fix #Medicare doctor pay: http://khne.ws/1F2NBjH,
5.76014E+17,Thu Mar 12 13:35:43 +0000 2015,What will Republican governors do if #SCOTUS strikes down some #Obamacare insurance subsidies? http://khne.ws/1HJPth8,
5.75757E+17,Wed Mar 11 20:35:15 +0000 2015,Deeper dive from @EricReporter on #Montana's lawmakers killing a #Medicaid expansion: http://khne.ws/1EZ1VJQ,
5.75751E+17,Wed Mar 11 20:13:35 +0000 2015,Why don't mental health providers get $ incentives for making their electronic health records digital? http://khne.ws/1EAuhf2,
5.75654E+17,Wed Mar 11 13:47:18 +0000 2015,GOP Legislators Officially Kill #Montana Gov.'s Medicaid Expansion Plan: http://khne.ws/1HBIJlb,
5.75653E+17,Wed Mar 11 13:42:36 +0000 2015,Report: About 11.7 Million Americans Signed Up Or Re-Enrolled For Obamacare Coverage http://khne.ws/1BqFImV,
5.75406E+17,Tue Mar 10 21:21:48 +0000 2015,FDA Heads Into Uncharted Territory Of ‘Biosimiliar’ Drugs http://khne.ws/1C2GaZ2,
5.75398E+17,Tue Mar 10 20:50:06 +0000 2015,"You don't always get to choose which hospital you go to, but it might make a difference in how satisfied you are: http://khne.ws/1Bszf9R",
5.75387E+17,Tue Mar 10 20:06:45 +0000 2015,Cartoon: ‘Side Effects Accrued?’ http://khne.ws/1Bobykn,
5.75351E+17,Tue Mar 10 17:43:39 +0000 2015,Can your boss make you take the company health insurance? http://khne.ws/1E3vyWK,
5.75351E+17,Tue Mar 10 17:43:06 +0000 2015,Were you satisfied with your experience at the hospital? Check our tool out to see if you were alone: http://khne.ws/1Bszf9R,
5.75294E+17,Tue Mar 10 13:54:46 +0000 2015,How did your hospital do on satisfying patients? Our new tool shows you: http://khne.ws/1Bszf9R,
5.75272E+17,Tue Mar 10 12:29:54 +0000 2015,RT @jordanrau: Wut? You want the longest possible story on hospital patient satisfaction? Ok. http://khne.ws/1FB35Kd via @khnews,
5.74957E+17,Mon Mar 09 15:38:13 +0000 2015,RT @susanjaffe: No more dead docs: Feds say docs listed in-network must be alive &amp; taking new patients: http://khne.ws/1KLwiZi,
5.73924E+17,Fri Mar 06 19:11:50 +0000 2015,Star Struck? http://khne.ws/1McB2mr,
5.7392E+17,Fri Mar 06 18:55:32 +0000 2015,Electronic medical records aren't exactly drag and drop -- http://khne.ws/1Flltq9,
5.73911E+17,Fri Mar 06 18:21:59 +0000 2015,Slightly More Latinos and African Americans Sign Up On California Exchange http://khne.ws/1CI4JMb,
5.73868E+17,Fri Mar 06 15:28:11 +0000 2015,RT @lauriemcginley2: Worth reading for lede anecdote alone: Digital Dilemma For Medicine: How To Share Records http://khne.ws/1A0DnLq,
5.73506E+17,Thu Mar 05 15:29:01 +0000 2015,A ruling against some #Obamacare subsidies could have a disparate impact: http://khne.ws/1CBy3E2,
5.73505E+17,Thu Mar 05 15:27:48 +0000 2015,Each side is claiming victory in #SCOTUS' #Obamacare arguments: http://khne.ws/1DYN5le,
5.73238E+17,Wed Mar 04 21:45:23 +0000 2015,Surprises And Standing: Breaking Down Today’s Supreme Court Arguments http://khne.ws/1AKPo6I,
5.73206E+17,Wed Mar 04 19:37:36 +0000 2015,"Arguments On Health Law’s Future Provide Few Clues About Supreme Court Decision, @Jrovner reports:http://khne.ws/1BSVEjP",
5.73197E+17,Wed Mar 04 19:03:56 +0000 2015,Putting the hammer down? http://khne.ws/1DNNogc,
5.73193E+17,Wed Mar 04 18:49:00 +0000 2015,No Medicaid Expansion? No Problem For Many Safety-Net Hospital Profits http://khne.ws/1BSSpJh,
5.73169E+17,Wed Mar 04 17:11:29 +0000 2015,"BREAKING NEWS: Justices Raise Questions About Federal-State Balance, Plaintiffs’ Standing http://khne.ws/18PvMJf",
5.73157E+17,Wed Mar 04 16:22:40 +0000 2015,RT @philgalewitz: Solicitor General Verilli brings up the issue of legal standing says he presumes at least 1 of 4 plaintiffs have standing,
5.73156E+17,Wed Mar 04 16:22:02 +0000 2015,Some #KingvBurwell updates: RT @philgalewitz: Justice Kagan.says the key 4 words in health law must be read in their full context of law..,
5.72816E+17,Tue Mar 03 17:48:29 +0000 2015,"RT @jrovner: if you'd rather watch than read, here's @SarahVarney4's excellent #KingvBurwell piece from @NewsHour http://to.pbs.org/1vYH47Y",
5.72794E+17,Tue Mar 03 16:22:12 +0000 2015,What’s At Stake As Health Law Lands At Supreme Court Again -- http://khne.ws/1GfTiwn,
5.72793E+17,Tue Mar 03 16:19:39 +0000 2015,Our @maryagnescarey and @Jrovner talk about what to expect as #Obamacare heads back to #SCOTUS: http://khne.ws/1zEJu6V,
5.72793E+17,Tue Mar 03 16:18:24 +0000 2015,What talking points are the sides crafting for #SCOTUS #KingVBurwell arguments? http://khne.ws/1zVa24W,
5.72793E+17,Tue Mar 03 16:17:13 +0000 2015,Four little words -- http://khne.ws/1Kdwu3h,
5.72474E+17,Mon Mar 02 19:09:41 +0000 2015,5 Things To Know About The Supreme Court Case Challenging The Health Law http://kaiserhealthnews.org/news/5-things-to-know-about-the-supreme-court-case-challenging-the-health-law/,
5.72473E+17,Mon Mar 02 19:06:56 +0000 2015,RT @maryagnescarey: @SarahVarney4 reports: The Extra Cost Of Extra Weight For Older Adults http://khne.ws/1M22Hs1 via @khnews,
5.72462E+17,Mon Mar 02 18:22:07 +0000 2015,RT @heidi_demarco: PHOTO: My latest for @KHNews - When Health Care Is Far From Home http://khne.ws/1ALjtqa http://pbs.twimg.com/media/B_HAcyRUQAAXdUK.jpg,
5.72454E+17,Mon Mar 02 17:52:37 +0000 2015,This town's biggest health care problem isn't insurance -- it's distance. http://kaiserhealthnews.org/news/when-health-care-is-far-from-home/ http://pbs.twimg.com/media/B_HEUAhU8AAU9np.png,
5.72449E+17,Mon Mar 02 17:30:52 +0000 2015,The Extra Cost Of Extra Weight For Older Adults http://kaiserhealthnews.org/news/the-extra-cost-of-extra-weight-for-older-adults/,
5.72445E+17,Mon Mar 02 17:13:29 +0000 2015,More Than One In Four Foster Kids Miss Required Checkups http://kaiserhealthnews.org/news/more-than-one-in-four-foster-kids-miss-required-checkups/,
5.71429E+17,Fri Feb 27 21:59:02 +0000 2015,Internists Get A Break From Controversial Efforts To Bolster Performance http://kaiserhealthnews.org/news/internists-get-a-break-from-controversial-efforts-to-bolster-performance/,
5.7142E+17,Fri Feb 27 21:23:41 +0000 2015,HHS Secretary Burwell Is Grilled About Health Law Contingency Plans http://kaiserhealthnews.org/news/hhs-sec-burwell-faces-stiff-questioning-over-health-law-contingency-plans/,
5.71418E+17,Fri Feb 27 21:14:35 +0000 2015,5 Things To Know About The Supreme Court Case Challenging The Health Law http://kaiserhealthnews.org/news/5-things-to-know-about-the-supreme-court-case-challenging-the-health-law/,
5.71033E+17,Thu Feb 26 19:45:57 +0000 2015,Payback time for many with #Obamacare insurance plans: http://khne.ws/1LNljfa,
5.71007E+17,Thu Feb 26 18:00:08 +0000 2015,"If #SCOTUS strikes down some of  #Obamacare's insurance subsidies, will it lead to  higher insurance prices? http://khne.ws/1BBazz2",
5.71001E+17,Thu Feb 26 17:38:27 +0000 2015,"RT @jrovner: Sec Burwell apparently will NOT say what, if anything, HHS is looking at regarding a potential adverse ruling in #kingvsburwell",
5.70707E+17,Wed Feb 25 22:09:56 +0000 2015,"Kaiser Permanente Faulted Again For Mental Health Care Lapses In California, @JennyAGold reports: http://khne.ws/1EsUsmr",
5.70604E+17,Wed Feb 25 15:20:51 +0000 2015,HHS Sec. Burwell is warning there's no backup plan if #SCOTUS strikes down #Obamacare subsidies: http://khne.ws/18leMKy,
5.70604E+17,Wed Feb 25 15:19:58 +0000 2015,IRS Issues Reprieve To Those Who Filed Taxes Before Faulty Forms Were Detected http://khne.ws/18leCTx,
5.70333E+17,Tue Feb 24 21:23:54 +0000 2015,‘Winner Take Fall?’ http://khne.ws/1A44JPw,
5.70303E+17,Tue Feb 24 19:24:08 +0000 2015,$2.4M to sign up 42 people:http://khne.ws/1BOewji,
5.70259E+17,Tue Feb 24 16:26:49 +0000 2015,"Art, gardens, wi-fi. Meh. Hospitals are pushing fancy flourishes, but patients are largely unimpressed: http://khne.ws/1vvrMr4",
5.70252E+17,Tue Feb 24 16:00:19 +0000 2015,RT @hereandnow: Is there enough oversight of in-home caregivers? @annagorman of @KHNews reports: http://n.pr/1BHQXJ2,
5.70251E+17,Tue Feb 24 15:55:01 +0000 2015,RT @philgalewitz: Expect 4-6 month SGR patch in March..then wholesale repeal tied to CHIP reauth in Sept. Rep. Price tells @AmerMedicalAssn,
5.70248E+17,Tue Feb 24 15:44:22 +0000 2015,Almost 11 Million People Get Medicaid Under Health Law http://khne.ws/18hAZcq,
5.70248E+17,Tue Feb 24 15:43:13 +0000 2015,"Survey: With Health Law's Help, Uninsured Rate Drops To Lowest Level In 7 Years http://khne.ws/1LCdcC9",
5.69959E+17,Mon Feb 23 20:37:24 +0000 2015,"Seniors on Medicare are eligible for obesity counseling, so why aren't more of them using it? http://khne.ws/1wh8qGM",
5.69958E+17,Mon Feb 23 20:32:04 +0000 2015,"Supreme Court Case May Be A Wake-Up Call For Republicans, @Jrovner reports: http://khne.ws/1AD7RWn",
5.69921E+17,Mon Feb 23 18:05:58 +0000 2015,"Obama administration says no to insurance plans without hospital coverage, @JayHancock1 reports: http://khne.ws/1BHezgT #Obamacare",
5.69903E+17,Mon Feb 23 16:52:01 +0000 2015,Facing Obamacare Tax Penalty? You Have More Time To Enroll This Year http://khne.ws/1JDbXF1,
5.69902E+17,Mon Feb 23 16:51:02 +0000 2015,"Bad Tax Info From http://Healthcare.gov Impacts 800,000 http://khne.ws/1wgfCTq",
5.68847E+17,Fri Feb 20 18:57:27 +0000 2015,UCLA's bacteria outbreak highlights the challenges behind curbing infections. @jordanrau examines: http://khne.ws/1vlMDwX,
5.6881E+17,Fri Feb 20 16:31:27 +0000 2015,Handful Of States Continuing Health Enrollment Efforts For Some Consumers -- http://khne.ws/1zTpmOa,
5.68807E+17,Fri Feb 20 16:20:41 +0000 2015,Did you get an #Obamacare tax shock? You have more time to get 2015 coverage to avoid the penalty next year: http://khne.ws/1F3sKdN,
5.68612E+17,Fri Feb 20 03:22:52 +0000 2015,Need a (late?) night laugh? http://khne.ws/1vkGOzC,
