tweet_id,date_and_time,tweet,,
5.76401E+17,Fri Mar 13 15:16:34 +0000 2015,Celebrity Chef’s ‘Paleo for Babies’ Book On Hold Over Infant-Death Fears http://wp.me/p2yZYB-vWf via @TIME http://pbs.twimg.com/media/B__KFZqUMAAu6cW.jpg,,
5.76392E+17,Fri Mar 13 14:40:28 +0000 2015,Take the stress out of meal planning with our healthy eating plan from @eMeals! Sign up here: http://ow.ly/KdlOT,,
5.76383E+17,Fri Mar 13 14:03:20 +0000 2015,Join us and @CanyonRanch for the #HealthTotalWellness weekend. Exclusive offer with code HealthTotalWellness at http://ow.ly/FqKV0,,
5.76358E+17,Fri Mar 13 12:25:09 +0000 2015,Want amazing skin? Look for these 8 ingredients when you shop the beauty aisle: http://ow.ly/KfTHs,,
5.76346E+17,Fri Mar 13 11:35:14 +0000 2015,"What to Order for Breakfast at Subway, According to a Dietitian http://wp.me/p2yZYB-vFy http://pbs.twimg.com/media/B_-XbJ-UcAAGN7Z.jpg",,
5.76316E+17,Fri Mar 13 09:35:08 +0000 2015,Try single leg circles to tone your tummy fast. @KristinMcGee shows you how: http://ow.ly/KfCpb,,
5.76287E+17,Fri Mar 13 07:40:32 +0000 2015,Pet owners: Here are 12 reasons to be grateful for your furry friend: http://ow.ly/KfCU2,,
5.76268E+17,Fri Mar 13 06:25:06 +0000 2015,Can Reishi Mushroom Powder Boost Your Immunity? http://ow.ly/KcPY7 http://pbs.twimg.com/media/B_9QcIeXIAEhnL7.jpg,,
5.76255E+17,Fri Mar 13 05:35:13 +0000 2015,12 ways your love life can mess with your health: http://ow.ly/KfV7P,,
5.76235E+17,Fri Mar 13 04:15:10 +0000 2015,6 Exercise Tweaks That Make a Big Difference http://wp.me/p2yZYB-vNZ  by @TheRealJenCohen http://pbs.twimg.com/media/B_8ys7AVAAAfzNa.jpg,,
5.76228E+17,Fri Mar 13 03:45:23 +0000 2015,5 Ancient Grains (Like Amaranth) You Need to Try http://wp.me/p2yZYB-uSc http://pbs.twimg.com/media/B_8r4nDWcAAmYT6.jpg,,
5.76221E+17,Fri Mar 13 03:20:17 +0000 2015,7 surprising causes of insomnia: http://pubx.ch/1E5Gxic (via @HealthyLiving),,
5.76211E+17,Fri Mar 13 02:40:22 +0000 2015,"Love working out, but have trouble committing to it? See 20 ways to make it a part of your daily life: http://ow.ly/KcInk",,
5.76205E+17,Fri Mar 13 02:15:20 +0000 2015,Move of the Week: Banded Triceps Extension http://wp.me/p2yZYB-vVo http://pbs.twimg.com/media/B_8XRn5VIAA7x-N.jpg,,
5.76197E+17,Fri Mar 13 01:45:06 +0000 2015,What 5 Women Learned About Life (and Themselves) Through Running http://wp.me/p2yZYB-vKC http://pbs.twimg.com/media/B_8QWrnWoAAWIFk.jpg,,
5.76191E+17,Fri Mar 13 01:20:20 +0000 2015,This Is Julianne Moore’s Hilarious Advice for Dealing With Back Fat http://wp.me/p2yZYB-vSr http://pbs.twimg.com/media/B_8Kr1MUwAAh44c.jpg,,
5.76182E+17,Fri Mar 13 00:45:35 +0000 2015,Why Smoothie Bowls Are the Best Thing You Can Do With a Blender http://wp.me/p2yZYB-vHE http://pbs.twimg.com/media/B_8Cu5LUQAEFxzU.jpg,,
5.76177E+17,Fri Mar 13 00:25:09 +0000 2015,10 reasons your belly fat isn't going away (and secrets to losing it for good): http://ow.ly/KcTa4,,
5.76171E+17,Fri Mar 13 00:02:12 +0000 2015,Discover a new you this year at the #HealthTotalWellness weekend at @CanyonRanch! Get more details here: http://ow.ly/FqKIz,,
5.76167E+17,Thu Mar 12 23:45:27 +0000 2015,Watch This Heartwarming Video of a 95-Year-Old Man's Record-Breaking Sprint  http://wp.me/p2yZYB-vSH http://pbs.twimg.com/media/B_709_7WwAAJOwh.jpg,,
5.7616E+17,Thu Mar 12 23:15:38 +0000 2015,Why Burger King Quietly Dropped Sugary Soft Drinks From Its Kids Menu http://wp.me/p2yZYB-vSO  via @TIME http://pbs.twimg.com/media/B_7uJUpU0AAwNdb.jpg,,
5.76151E+17,Thu Mar 12 22:40:14 +0000 2015,Amp up your Italian dishes with these 5 healthy and delicious alternatives to white pasta: http://ow.ly/KcUa2,,
5.76145E+17,Thu Mar 12 22:15:45 +0000 2015,7 Healthier Shamrock Shakes You Can Make at Home http://wp.me/p2yZYB-vQz http://pbs.twimg.com/media/B_7gb6tUUAA4ngl.jpg,,
5.76124E+17,Thu Mar 12 20:55:19 +0000 2015,Ready to hit the ground running this spring? Gear up with these 7 cute sneaks for the season: http://ow.ly/KcTrg,,
5.76111E+17,Thu Mar 12 20:02:44 +0000 2015,That’s all the time we have! Thanks for joining us and @CynthiaSass! You can get her new book Slim Down Now here: http://bit.ly/1KFsuWa,,
5.76111E+17,Thu Mar 12 20:01:12 +0000 2015,"RT @CynthiaSass: @goodhealth Q8 Take your weight loss journey one day a time &amp; focus on progress balance, and wellness, not perfection #Tal…",,
5.76111E+17,Thu Mar 12 20:00:33 +0000 2015,"RT @CynthiaSass: @goodhealth Q8 Support is a huge factor for weight loss success - if you aren't getting it in ""real life"" connect online #…",,
5.76111E+17,Thu Mar 12 20:00:30 +0000 2015,"RT @CynthiaSass: @goodhealth Q8 If you feel overwhelmed by pounds/inches, focus on the other benefits - more energy, better mood &amp; sleep...…",,
5.7611E+17,Thu Mar 12 19:59:11 +0000 2015,RT @CynthiaSass: @goodhealth Q8 Losing weight is never easy but the method should make you feel like you're gaining more than you're giving…,,
5.7611E+17,Thu Mar 12 19:57:48 +0000 2015,"Thanks, @CynthiaSass! On to the last one. Q8: Is there anything else you'd like to share about making weight loss easier? #TalkNutrition",,
5.7611E+17,Thu Mar 12 19:56:49 +0000 2015,"RT @CynthiaSass: @goodhealth Q7 Strategizing splurges won't lead to the ""all or nothing"" patterns (I blew it, so I might as well keep eatin…",,
5.76109E+17,Thu Mar 12 19:54:29 +0000 2015,"RT @CynthiaSass: @goodhealth Q7 Strategize food ""cheats"" so you know when/how you're going to splurge &amp; be sure they are 100% worth it! #Ta…",,
5.76109E+17,Thu Mar 12 19:54:25 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Put splurges in perspective like $ - going over budget a little doesn't=huge debt if you're aware &amp; manage …,,
5.76109E+17,Thu Mar 12 19:53:03 +0000 2015,RT @CynthiaSass: @goodhealth Q7 To balance out splurges make room for them - if you want to split a dessert stick with a veggie/protein din…,,
5.76109E+17,Thu Mar 12 19:52:39 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Planning splurges ahead of time is a smart way to make sure they don't snowball into totally falling off tr…,,
5.76108E+17,Thu Mar 12 19:52:03 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Building some splurges into a healthy eating plan won't undo all of your efforts &amp; can help you stick with …,,
5.76108E+17,Thu Mar 12 19:51:35 +0000 2015,"RT @CynthiaSass: @goodhealth Q7 Everyone I've ever met who has lost weight, kept it off &amp; is healthy splurges sometimes - that's real life …",,
5.76108E+17,Thu Mar 12 19:51:07 +0000 2015,"RT @CynthiaSass: @goodhealth Q7 You can absolutely ""cheat"" and still lose weight - not doing so can backfire &amp; lead to giving up or bingein…",,
5.76108E+17,Thu Mar 12 19:49:31 +0000 2015,"Thanks, @CynthiaSass! On to the next question. Q7: Can you ""cheat"" and still lose weight? #TalkNutrition",,
5.76108E+17,Thu Mar 12 19:48:55 +0000 2015,RT @CynthiaSass: @goodhealth Q6 Here's my post on 6 ways to handle alcohol if you're trying to lose weight http://bit.ly/1cwRjAZ  #TalkNut…,,
5.76108E+17,Thu Mar 12 19:48:52 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 For 7 tricks to eat less when dining out (that really work!), check out my blog post http://bit.ly/1dE0buL…",,
5.76107E+17,Thu Mar 12 19:47:46 +0000 2015,RT @CynthiaSass: @goodhealth Q6 Other challenging aspects of dining out when trying to lose weight include social eating pressures and alco…,,
5.76107E+17,Thu Mar 12 19:47:41 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 Ordering simple, separate foods when dining out gives you a better idea of exactly what/how much you're eat…",,
5.76107E+17,Thu Mar 12 19:47:39 +0000 2015,RT @CynthiaSass: @goodhealth Q6 When dining out one strategy is to keep foods simple &amp; separate (sashimi w/a side of brown rice vs. a roll)…,,
5.76107E+17,Thu Mar 12 19:46:08 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 Use online calculators (like Chipotle) to see how modifications (no cheese, etc.) impact restaurant meals #…",,
5.76107E+17,Thu Mar 12 19:46:02 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 When dining out don't be afraid to ask questions, modify meals, or ask for special requests to meet your ne…",,
5.76107E+17,Thu Mar 12 19:45:59 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 Dining out can be challenging when trying to lose weight, but it's not impossible to dine out &amp; get results…",,
5.76107E+17,Thu Mar 12 19:44:38 +0000 2015,"Great advice, @CynthiaSass! On to Q6: Is dining out a big no-no for weight loss? #TalkNutrition",,
5.76106E+17,Thu Mar 12 19:43:06 +0000 2015,RT @CynthiaSass: @goodhealth Q5 For 6 more calorie-saving swaps (&amp; the calorie comparisons) check out my previous post http://t.co/qTryKvhC…,,
5.76106E+17,Thu Mar 12 19:41:51 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 For 5 more healthy baking swaps, check out my http://Health.com post  http://bit.ly/1uksnsN #TalkNutr…",,
5.76106E+17,Thu Mar 12 19:41:47 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 For treats like cupcakes I use pureed fruit/nuts instead of frosting-saves hundreds of calories, ups nutrit…",,
5.76106E+17,Thu Mar 12 19:40:41 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 If you want to make room for avocado or nuts, sauté veggies in low sodium organic veggie broth instead of o…",,
5.76105E+17,Thu Mar 12 19:39:36 +0000 2015,RT @CynthiaSass: @goodhealth Q5 When making creamy soups &amp; casseroles swap dairy for pureed cauliflower &amp; beans to save calories &amp; up fulln…,,
5.76105E+17,Thu Mar 12 19:39:31 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 Swap mayo for hummus or guacamole to save calories in protein salads, or as a swap for creamy salad dressin…",,
5.76105E+17,Thu Mar 12 19:39:26 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 If you tend to overdo it on fruit in your smoothies cut back &amp; add veggies like spinach, bell pepper, cucum…",,
5.76105E+17,Thu Mar 12 19:39:23 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 Another easy calorie-saving swap - use romaine leaves in place of bread, buns, wraps, corn tortillas, etc. …",,
5.76105E+17,Thu Mar 12 19:37:45 +0000 2015,RT @CynthiaSass: @goodhealth Q5 Check out my blog about 5 veggies you can use as pasta alternatives to slash calories http://t.co/iAIKo1H2g…,,
5.76105E+17,Thu Mar 12 19:37:14 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 One of my favorite swaps to cut calories is to trade starches for veggies, or at least flip the proportions…",,
5.76105E+17,Thu Mar 12 19:36:57 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 When trying to lose weight, there are two ways to smart swap foods 1) to cut calories &amp; 2) to boost fullnes…",,
5.76104E+17,Thu Mar 12 19:36:06 +0000 2015,"Thanks, @CynthiaSass! On to the next one. Q5: What are some simple food swaps that can help with weight loss? #TalkNutrition",,
5.76104E+17,Thu Mar 12 19:33:28 +0000 2015,RT @CynthiaSass: @goodhealth Q4 I think the key to smart snacking is knowing how snacks fit into the big picture of your daily eating strat…,,
5.76104E+17,Thu Mar 12 19:33:25 +0000 2015,RT @CynthiaSass: @goodhealth Q4 Some of my clients like to take the components of a healthy meal and eat them separately as snacks vs 1 mea…,,
5.76103E+17,Thu Mar 12 19:30:31 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 Snacking should be strategic, not spontaneous - planned snacks can help w/weight loss, unplanned can hinder…",,
5.76103E+17,Thu Mar 12 19:30:13 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 I sometimes like to snack on popcorn after dinner, so I leave the carbs out of dinner to make room for popc…",,
5.76103E+17,Thu Mar 12 19:30:05 +0000 2015,RT @CynthiaSass: @goodhealth Q4 I often recommend taking a normal full meal &amp; breaking part of it out to create a snack to eat before or af…,,
5.76103E+17,Thu Mar 12 19:30:02 +0000 2015,RT @CynthiaSass: @goodhealth Q4 Snacking may also be necessary to prevent long stretches between meals-if over ~5 hours you should snack #T…,,
5.76103E+17,Thu Mar 12 19:28:48 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 If you like to snack, you may need to reduce meals to make room for snacks, or you could prevent weight los…",,
5.76102E+17,Thu Mar 12 19:27:43 +0000 2015,RT @CynthiaSass: @goodhealth Q4 Sometimes snacking is a matter of preference-do you prefer to eat 4-5 smaller meals or 3 larger ones? #Talk…,,
5.76102E+17,Thu Mar 12 19:27:40 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 Quality should be the #1 priority when choosing snacks-go for real, clean, whole foods, not processed snack…",,
5.76102E+17,Thu Mar 12 19:27:38 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 Snacking can be good or bad for weight loss, depending on how and why you snack, and what you reach for #Ta…",,
5.76102E+17,Thu Mar 12 19:25:27 +0000 2015,"Good to know, @CynthiaSass! Now to Q4: Is snacking good or bad for weight loss?  #TalkNutrition",,
5.76102E+17,Thu Mar 12 19:25:20 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 People who have lost weight, kept it off &amp; are healthy do not starve themselves, they find consistent balan…",,
5.76101E+17,Thu Mar 12 19:22:35 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Dark chocolate is another great food for keeping hunger &amp; cravings at bay while you're losing weight #TalkN…,,
5.76101E+17,Thu Mar 12 19:22:30 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 Add black beans to an omelet, chickpeas to a salad or serve protein over lentils for a filling, slimming me…",,
5.76101E+17,Thu Mar 12 19:22:28 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 A group of foods I love is pulses (beans, peas, lentils) - research shows they fight hunger &amp; boost metabol…",,
5.76101E+17,Thu Mar 12 19:20:49 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Adding foods to meals that are satiating &amp; filling can mean not giving into spontaneous snacking or overeat…,,
5.76101E+17,Thu Mar 12 19:20:46 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Healthy carbs (fruit/quinoa/squash) up energy &amp; fight cravings-you can eat small portions &amp; still lose weig…,,
5.761E+17,Thu Mar 12 19:20:06 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Eating enough good fat is one of the most important strategies for combatting hunger when losing weight #Ta…,,
5.761E+17,Thu Mar 12 19:18:58 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 Good fats like avocado, nuts, seeds &amp; nut/seed butters &amp; EVOO also add the ""satisfaction factor"" to meals #…",,
5.761E+17,Thu Mar 12 19:18:24 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 Lean proteins &amp; fats slow stomach emptying, so you stay fuller longer and have a delayed return of hunger #…",,
5.761E+17,Thu Mar 12 19:18:20 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 In addition to requiring chewing, the fiber &amp; fluid in veggies makes them filling-include some in every mea…",,
5.761E+17,Thu Mar 12 19:18:17 +0000 2015,RT @CynthiaSass: @goodhealth Q3 With my clients I find that small tweaks that create balance help curb hunger without interfering w/results…,,
5.761E+17,Thu Mar 12 19:18:15 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 To prevent constant hunger aim for lots of veggies w/lean protein, healthy fat &amp; small portions of good car…",,
5.761E+17,Thu Mar 12 19:17:03 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 It's OK, even good, to feel mild-moderate hunger at meal times, but you should feel full &amp; energized betwee…",,
5.761E+17,Thu Mar 12 19:16:52 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 If you're constantly hungry when losing weight, you aren't eating enough or eating the right foods #TalkNut…",,
5.761E+17,Thu Mar 12 19:16:49 +0000 2015,RT @CynthiaSass: @goodhealth Q3 You can definitely lose weight without feeling hungry all the time! The right foods &amp; balance are the keys …,,
5.76099E+17,Thu Mar 12 19:15:19 +0000 2015,"Thank you, @CynthiaSass! On to Q3: Is it possible to lose weight without being hungry all the time? #TalkNutrition",,
5.76098E+17,Thu Mar 12 19:12:06 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 If jump starts tend to trigger rebound binge eating or feelings of restriction, take a slow, steady approac…",,
5.76098E+17,Thu Mar 12 19:11:56 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 I always make jump starts optional though, because they aren’t for everyone – knowing yourself is key #Talk…",,
5.76098E+17,Thu Mar 12 19:11:36 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Same study found drop out rates were lower when people lost weight faster to start &amp; it didn't impact regai…,,
5.76098E+17,Thu Mar 12 19:11:30 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Research shows that quick weight loss at the start of a program can actually lead to better long-term resul…,,
5.76098E+17,Thu Mar 12 19:11:25 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 I included a ""jump start"" in my new book #SlimDownNow that allowed women to lose up to 8 pounds in 4 days #…",,
5.76098E+17,Thu Mar 12 19:09:14 +0000 2015,RT @CynthiaSass: @goodhealth Q2 “Jump starts” can be a great way to gain the confidence &amp; motivation needed to stick w/a weight loss progra…,,
5.76097E+17,Thu Mar 12 19:07:44 +0000 2015,"Thanks, @CynthiaSass! On to the next question. Q2: Do you think ""jump starts"" work, or do they backfire? #TalkNutrition",,
5.76097E+17,Thu Mar 12 19:06:57 +0000 2015,RT @CynthiaSass: @goodhealth Q1 If you’re losing weight w/a method you can’t see yourself sticking w/6 months from now it will likely backf…,,
5.76097E+17,Thu Mar 12 19:06:53 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 When evaluating various weight loss plans, think about what feels right for you – listen to your gut instin…",,
5.76097E+17,Thu Mar 12 19:06:50 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Weight loss can also be challenging because there are so many different approaches &amp; philosophies out there…,,
5.76097E+17,Thu Mar 12 19:06:46 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 When losing weight, in addition to an eating strategy, you need tools to deal w/social situations &amp; emotion…",,
5.76097E+17,Thu Mar 12 19:06:44 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Other challenging aspects of weight loss are the social and emotional eating triggers... #TalkNutrition,,
5.76097E+17,Thu Mar 12 19:05:01 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 Fortunately there are ways to lose weight that allow you to feel energized, nourished, and satisfied! #Talk…",,
5.76097E+17,Thu Mar 12 19:04:53 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 If you’re losing weight but feeling tired, hungry, cranky and struggling w/cravings, you’ll probably give u…",,
5.76096E+17,Thu Mar 12 19:04:40 +0000 2015,RT @CynthiaSass: @goodhealth Q1 I think weight loss is so challenging because people often lose weight in ways that don’t make them feel we…,,
5.76096E+17,Thu Mar 12 19:03:43 +0000 2015,@CynthiaSass Q1: Why does losing weight and keeping it off seem to be such a challenge? #TalkNutrition,,
5.76096E+17,Thu Mar 12 19:00:55 +0000 2015,@CynthiaSass Q1: Why does losing weight and keeping it off seem to be such a challenge?,,
5.76096E+17,Thu Mar 12 19:00:47 +0000 2015,Hi everyone and welcome to #TalkNutrition with @CynthiaSass! Today we’re covering how to eat well and lose weight. Let’s get started!,,
5.76088E+17,Thu Mar 12 18:31:19 +0000 2015,We're 30 minutes away from our #TalkNutrition chat with @CynthiaSass! She'll be sharing her tricks to losing weight the healthy way!,,
5.76071E+17,Thu Mar 12 17:24:27 +0000 2015,10 Things I Hate About Kale: http://ow.ly/KfTbh #MakeAMovieHealthy http://pbs.twimg.com/media/B_6dxCcWwAARStX.jpg,,
5.76071E+17,Thu Mar 12 17:23:53 +0000 2015,"RT @people: A second pregnancy will be a ""whole new complication,"" @AnnaKFaris tells @goodhealth http://peoplem.ag/wcXLxEK http://t.co/LG9VZm3…",,
5.76068E+17,Thu Mar 12 17:10:12 +0000 2015,American Muscle: http://ow.ly/KfP1D  #MakeAMovieHealthy,,
5.76067E+17,Thu Mar 12 17:06:51 +0000 2015,There Will Be Mud: http://ow.ly/KfPin #MakeAMovieHealthy http://pbs.twimg.com/media/B_6ZvEvUIAAQo0C.jpg,,
5.76066E+17,Thu Mar 12 17:03:03 +0000 2015,#MakeAMovieHealthy Little Miss Sunscreen: http://ow.ly/KfOSh,,
5.76059E+17,Thu Mar 12 16:35:25 +0000 2015,Ditch your diet soda habit! Learn 13 ways to stop drinking soda for GOOD: http://ow.ly/KcWlz,,
5.7603E+17,Thu Mar 12 14:40:13 +0000 2015,Give your butt a boost! Try these 4 moves for a toned tush: http://ow.ly/KcUiS,,
5.75996E+17,Thu Mar 12 12:25:12 +0000 2015,Have the most productive day ever! Learn the best times to do everything on your to-do list: http://ow.ly/KcWb0,,
5.75953E+17,Thu Mar 12 09:35:10 +0000 2015,The secret to better skin could be in your cleanser. Find the best one for your skin type with our handy guide: http://ow.ly/KcROD,,
5.75924E+17,Thu Mar 12 07:40:27 +0000 2015,11 weird things that make seasonal allergies worse: http://ow.ly/KcVTQ,,
5.75893E+17,Thu Mar 12 05:35:07 +0000 2015,Skipping a good night's sleep every night is a bigger problem than you think. See 11 signs you're sleep deprived --&gt; http://ow.ly/KcQb6,,
5.7588E+17,Thu Mar 12 04:45:14 +0000 2015,'DWTS' Pro Karina Smirnoff Opens Up About Her Dating Disasters http://wp.me/p2yZYB-vSm  via @FoxNewsMagazine http://pbs.twimg.com/media/B_3v_gVWYAA1BeD.jpg,,
5.75874E+17,Thu Mar 12 04:20:19 +0000 2015,Can Soaking In Epsom Salts Help You De-Stress — And Detox? http://ow.ly/KcOYo http://pbs.twimg.com/media/B_3qSf4VAAAAcGW.jpg,,
5.75865E+17,Thu Mar 12 03:45:28 +0000 2015,Facebook Removes ‘Feeling Fat’ Emoji Following Online Petition http://wp.me/p2yZYB-vSZ  via @TIME http://pbs.twimg.com/media/B_3iUFlVAAA0IL-.jpg,,
5.75859E+17,Thu Mar 12 03:20:30 +0000 2015,10 ways to share a bed (so you can get the sleep you BOTH deserve) --&gt; http://ow.ly/K9DY0,,
5.75849E+17,Thu Mar 12 02:40:13 +0000 2015,TOMORROW: Join us at 3 pm EST to #TalkNutrition with @CynthiaSass! She'll be sharing how to lose weight the healthy way!,,
5.75835E+17,Thu Mar 12 01:45:38 +0000 2015,McDonald’s Is Making a Huge Change to Its Chicken http://wp.me/p2yZYB-vSM  via @TIME http://pbs.twimg.com/media/B_3G4rzWEAARe5d.jpg,,
