tweet_id,date_and_time,tweet
5.40984E+17,Fri Dec 05 21:40:03 +0000 2014,Delivering Health Care To The Uninsured For $15 A Pop http://n.pr/1CO98xG
5.4098E+17,Fri Dec 05 21:24:34 +0000 2014,Liberian President's Ambitious Goal: No New Ebola Cases By Christmas http://n.pr/1CO6dEZ
5.40972E+17,Fri Dec 05 20:52:03 +0000 2014,Why Did Vitamins Disappear From Non-GMO Breakfast Cereal? http://n.pr/1AwhC7N
5.40919E+17,Fri Dec 05 17:22:43 +0000 2014,Baby's Necklace Could End Up Being A Life Saver http://n.pr/1CNiNEz
5.40919E+17,Fri Dec 05 17:22:42 +0000 2014,What If Sharing Your MRI Was As Simple As Pinterest? http://n.pr/1CNiOsd
5.40787E+17,Fri Dec 05 08:37:04 +0000 2014,"Caring For AIDS Patients, 'When No One Else Would' http://n.pr/1CLBFnt"
5.40787E+17,Fri Dec 05 08:37:04 +0000 2014,"As Ebola Surges In Sierra Leone, Communities Take Control http://n.pr/1CLBFnj"
5.40631E+17,Thu Dec 04 22:16:34 +0000 2014,Who Made That Flavor? Maybe A Genetically Altered Microbe http://n.pr/1CK58hy
5.40627E+17,Thu Dec 04 22:00:04 +0000 2014,Unhappy Toy Story: Foot-Powered Scooters Drive ER Visits http://n.pr/1Ao3fSR
5.40615E+17,Thu Dec 04 21:13:35 +0000 2014,This Year's Flu Season Could Be A Bad One http://n.pr/1CJUojo
5.40615E+17,Thu Dec 04 21:13:34 +0000 2014,Ferguson Psychologist Describes Helping Residents Through Trauma http://n.pr/1CJUpDI
5.40575E+17,Thu Dec 04 18:34:14 +0000 2014,Is The Food Babe A Fearmonger? Scientists Are Speaking Out http://n.pr/1AmOhwo
5.40567E+17,Thu Dec 04 18:02:05 +0000 2014,"For Ebola Orphans In Liberia, It's A Bittersweet New Beginning http://n.pr/1AmBPNa"
5.40555E+17,Thu Dec 04 17:15:04 +0000 2014,CDC Warns That The Flu Season May Be A Bad One http://n.pr/1CJdNRh
5.40551E+17,Thu Dec 04 16:58:34 +0000 2014,China To End Organ Harvesting From Executed Inmates http://n.pr/1CJaIkb
5.40427E+17,Thu Dec 04 08:45:04 +0000 2014,Health Law's Big Tent Still Leaves Some People Out http://n.pr/1AjhBDX
5.40265E+17,Wed Dec 03 22:04:04 +0000 2014,"A Tale Of Dueling Ebola Songs: One From Britain, One From Africa http://n.pr/1yP5Oxd"
5.40261E+17,Wed Dec 03 21:48:45 +0000 2014,Liberia President Sets Dec. 25 Goal For No New Ebola Cases http://n.pr/1CGjwr5
5.40261E+17,Wed Dec 03 21:48:44 +0000 2014,"In New York, Video Chat Trumps Quarantine To Combat TB http://n.pr/1CGjuj7"
5.40257E+17,Wed Dec 03 21:32:05 +0000 2014,A Drug Might Heal Spinal Injuries By Sparking Nerve Growth http://n.pr/1yOUocF
5.40229E+17,Wed Dec 03 19:40:03 +0000 2014,Is HIV Evolving Into A Weaker Virus? http://n.pr/1yNY4eC
5.40225E+17,Wed Dec 03 19:24:04 +0000 2014,Startling Statistic: Only 8 Patients In Largest Ebola Hospital http://n.pr/1yNPZ9X
5.40197E+17,Wed Dec 03 17:31:55 +0000 2014,Want To Perk Up Your Love Life? Put Away That Smartphone http://n.pr/1yMRZz3
5.4006E+17,Wed Dec 03 08:28:34 +0000 2014,CDC Considers Counseling Males Of All Ages On Circumcision http://n.pr/1CE85QE
5.39912E+17,Tue Dec 02 22:41:04 +0000 2014,FDA Considers Allowing Blood Donations From Some Gay Men http://n.pr/1ydZGeS
5.39904E+17,Tue Dec 02 22:09:17 +0000 2014,One Village's Story: How Ebola Began And How It Ends http://n.pr/1CCQcSj
5.39892E+17,Tue Dec 02 21:22:03 +0000 2014,Ebola Knocked West African Countries Off Development Ladder http://n.pr/1ydx9pT
5.39884E+17,Tue Dec 02 20:50:03 +0000 2014,Emergency Rooms Often Skip The Epinephrine For Severe Allergies http://n.pr/1ydmdbK
5.39813E+17,Tue Dec 02 16:06:04 +0000 2014,Government Says Bosses Can't Force Workers To Get Health Tests http://n.pr/1CBTEMZ
5.39705E+17,Tue Dec 02 08:58:25 +0000 2014,Obamacare 'Glitch' Puts Subsidies Out Of Reach For Many Families http://n.pr/1CAPa9A
5.39705E+17,Tue Dec 02 08:58:23 +0000 2014,Of Carrots And Kids: Healthy School Lunches That Don't Get Tossed http://n.pr/1CAPcOy
5.39701E+17,Tue Dec 02 08:41:03 +0000 2014,"If Everybody Had An Ocean, Could We Surf Our Way To Mental Health? http://n.pr/1CAMPLN"
5.39581E+17,Tue Dec 02 00:45:33 +0000 2014,NPR RSS Error http://n.pr/1CzL9Sy
5.39549E+17,Mon Dec 01 22:38:06 +0000 2014,Feeling Like A Holiday Glutton? It May Be Time To Try A Fast http://n.pr/1CzrzG7
5.39533E+17,Mon Dec 01 21:32:33 +0000 2014,Your Odds Of Surviving Cancer Depend Very Much On Where You Live http://n.pr/1CzhMju
5.39472E+17,Mon Dec 01 17:32:12 +0000 2014,Ebola In The Air: What Science Says About How The Virus Spreads http://n.pr/1CyErfG
5.39452E+17,Mon Dec 01 16:13:04 +0000 2014,Doctors Warn That Soft Bedding Puts Babies At Risk http://n.pr/1CypLx0
5.3934E+17,Mon Dec 01 08:47:31 +0000 2014,Broken Hips: Preventing A Fall Can Save Your Life http://n.pr/1y2tyuE
5.39185E+17,Sun Nov 30 22:30:33 +0000 2014,"Campaign Rallies Resume In Liberia, Raising Uncertainty Over Ebola Risk http://n.pr/1CvZhMC"
5.39109E+17,Sun Nov 30 17:30:03 +0000 2014,Workers Brave Militant Attacks To Vaccinate For Polio http://n.pr/1CviwWB
5.39054E+17,Sun Nov 30 13:50:08 +0000 2014,Why The ER Doctor Asks Patients What's Happening At Home http://n.pr/1xZcUMF
5.39046E+17,Sun Nov 30 13:17:23 +0000 2014,"For Some Uninsured, Simply Signing Up Is A Challenge http://n.pr/1CuI0DD"
5.39009E+17,Sun Nov 30 10:53:34 +0000 2014,"For Some Uninsured, Simply Signing Up Is A Challenge http://n.pr/1xYOouV"
5.38678E+17,Sat Nov 29 12:57:33 +0000 2014,Paying For Health Care But Kept In The Dark http://n.pr/1CrHvKt
5.38646E+17,Sat Nov 29 10:50:06 +0000 2014,Why The ER Doctor Asks Patients What's Happening At Home http://n.pr/1xVPRCn
5.38646E+17,Sat Nov 29 10:50:05 +0000 2014,What Should You Do If A Fly Gets Into Your Anti-Ebola Goggles? http://n.pr/1xVPSGu
5.38336E+17,Fri Nov 28 14:16:27 +0000 2014,"Eyeing That BB Gun For Christmas? Don't Go There, Doctors Say http://n.pr/1xQTAkB"
5.38304E+17,Fri Nov 28 12:09:04 +0000 2014,Test Your Medical Smarts: Does This Patient Have Ebola? http://n.pr/1xQjyVo
5.3826E+17,Fri Nov 28 09:16:09 +0000 2014,How Dogs Understand What We Say http://n.pr/1xPzyXz
5.37972E+17,Thu Nov 27 14:12:04 +0000 2014,"Your Adult Siblings May Be The Secret To A Long, Happy Life http://n.pr/1CkQYmL"
5.37892E+17,Thu Nov 27 08:53:05 +0000 2014,School For Husbands Gets Men To Talk About Family Size http://n.pr/1xJYMXp
5.37892E+17,Thu Nov 27 08:53:05 +0000 2014,"Millennial Doctors May Be More Tech-Savvy, But Is That Better? http://n.pr/1xJYMXe"
5.37729E+17,Wed Nov 26 22:06:05 +0000 2014,Colorectal Cancer Cases Are Dropping — Except Among Young Adults http://n.pr/1xHHkCW
5.37685E+17,Wed Nov 26 19:10:24 +0000 2014,Those Phone-Obsessed Teenagers Aren't As Lonely As You Think http://n.pr/1ChEaO5
5.37665E+17,Wed Nov 26 17:50:33 +0000 2014,"If High Court Strikes Federal Exchange Subsidies, Health Law Could Unravel http://n.pr/1ChdEoa"
5.37657E+17,Wed Nov 26 17:18:05 +0000 2014,Hissing And Sighing: The Lament of Sex Workers in Sierra Leone http://n.pr/1Ch3nbv
5.37616E+17,Wed Nov 26 14:38:04 +0000 2014,"Patient Safety Journal Finds Violations, Tightens Standards After Scandal http://n.pr/1CgamBr"
5.37381E+17,Tue Nov 25 23:04:15 +0000 2014,Ebola Is Changing Course In Liberia. Will The U.S. Military Adapt? http://n.pr/1Ccq94c
5.37357E+17,Tue Nov 25 21:26:04 +0000 2014,Administration Warns Employers: Don't Dump Sick Workers From Plans http://n.pr/1xBmPb0
5.37336E+17,Tue Nov 25 20:06:03 +0000 2014,Drugged Marshmallows Can Keep Urban Raccoons From Spreading Disease http://n.pr/1xAX7n2
5.37313E+17,Tue Nov 25 18:31:14 +0000 2014,"Treatment For HIV Runs Low In U.S., Despite Diagnosis http://n.pr/1CbgR8z"
5.37285E+17,Tue Nov 25 16:40:33 +0000 2014,How Can Vultures Eat Rotten Roadkill And Survive? http://n.pr/1xzT4XY
5.3726E+17,Tue Nov 25 15:02:06 +0000 2014,Turning 21? Here's How To Avoid A Big Hike In Health Premiums http://n.pr/1xzmLs4
5.37168E+17,Tue Nov 25 08:55:10 +0000 2014,"As Ebola Ping-Pongs In Liberia, Cases Disappear Into The Jungle http://n.pr/1C95UV1"
5.37104E+17,Tue Nov 25 04:43:10 +0000 2014,Want A Calorie Count With That? FDA Issues New Rules For Restaurants http://n.pr/1C8jmIH
5.37023E+17,Mon Nov 24 23:22:03 +0000 2014,"Vitamin D Tests Aren't Needed For Everyone, Federal Panel Says http://n.pr/1C76XF5"
5.36986E+17,Mon Nov 24 20:54:09 +0000 2014,"For The Next Food Drive, Go For The Canned Tuna, Not The Saltines http://n.pr/1xuFmpa"
5.36986E+17,Mon Nov 24 20:54:07 +0000 2014,Merck Partners With NewLink To Speed Up Work On Ebola Vaccine http://n.pr/1xuFll7
5.36986E+17,Mon Nov 24 20:54:05 +0000 2014,Tools Of The Trade: The Presidential Physical Fitness Test http://n.pr/1xuFkOh
5.36832E+17,Mon Nov 24 10:40:14 +0000 2014,Upfront Costs Of Going Digital Overwhelm Some Doctors http://n.pr/1xryZmK
5.36832E+17,Mon Nov 24 10:40:13 +0000 2014,An African Village Inspires A Health Care Experiment In New York http://n.pr/1xryZ6d
5.36779E+17,Mon Nov 24 07:10:33 +0000 2014,"Ebola Gatekeeper: 'When The Tears Stop, You Continue The Work' http://n.pr/1xqHFtE"
5.36663E+17,Sun Nov 23 23:29:05 +0000 2014,"Ebola Gatekeeper: 'When The Tears Stop, You Continue The Work' http://n.pr/1C2zpI1"
5.36647E+17,Sun Nov 23 22:25:05 +0000 2014,Countering The 8-Hour Sleep Schedule http://n.pr/1xoDaQ2
5.36647E+17,Sun Nov 23 22:25:03 +0000 2014,Ebola: Then And Now http://n.pr/1xoD8aT
5.36507E+17,Sun Nov 23 13:11:33 +0000 2014,What Microbes Lurked In The Last Public Restroom You Used? http://n.pr/1xmic4u
5.36492E+17,Sun Nov 23 12:09:04 +0000 2014,"Anesthesia Miracle: No Power, No Oxygen Tanks, No Problem http://n.pr/1C0GQzF"
5.36476E+17,Sun Nov 23 11:05:13 +0000 2014,What Microbes Lurked In The Last Public Restroom You Used? http://n.pr/1C0ysAb
5.36109E+17,Sat Nov 22 10:47:04 +0000 2014,You Might Be Surprised When You Take Your Temperature http://n.pr/1xgq5IK
5.35985E+17,Sat Nov 22 02:37:35 +0000 2014,Plague Outbreak In Madagascar Spreads To Its Capital http://n.pr/1BWfJWn
5.35914E+17,Fri Nov 21 21:54:04 +0000 2014,An Ebola Clinic Figures Out A Way To Start Beating The Odds http://n.pr/1BVxSnd
5.3591E+17,Fri Nov 21 21:38:35 +0000 2014,Georgia's 'Coverage Gap' Leaves Many Uninsured http://n.pr/1BVuJnr
5.3589E+17,Fri Nov 21 20:19:05 +0000 2014,"To Stay Energy Efficient As You Age, Keep On Running http://n.pr/1BVg37K"
5.35842E+17,Fri Nov 21 17:07:49 +0000 2014,"In The Hospital, There's No Such Thing As A Lesbian Knee http://n.pr/1BUGOcg"
5.35813E+17,Fri Nov 21 15:14:04 +0000 2014,The 2 Things That Rarely Happen After a Medical Mistake http://n.pr/1BUjRWM
5.35801E+17,Fri Nov 21 14:25:08 +0000 2014,Why Do We Undervalue Introverts? http://n.pr/1xb8G3T
5.35725E+17,Fri Nov 21 09:23:36 +0000 2014,"Blind From Birth, But Able To Use Sound To 'See' Faces http://n.pr/1BTfTOe"
5.35578E+17,Thu Nov 20 23:38:35 +0000 2014,Moderate Drinker Or Alcoholic? Many Americans Fall In Between http://n.pr/1BRO9cO
5.35562E+17,Thu Nov 20 22:35:05 +0000 2014,The Whole World Is Fat! And That Ends Up Costing Two Trillion A Year http://n.pr/1x6IIi9
5.3555E+17,Thu Nov 20 21:49:20 +0000 2014,Debate: Should Physician-Assisted Suicide Be Legal? http://n.pr/1BRvWfu
5.3555E+17,Thu Nov 20 21:49:19 +0000 2014,White House Acknowledges Over-Counting Obamacare Signups http://n.pr/1BRvUEj
